Package,License,maintainer,DOI,authorItem,Descr_lang,Descr
MSnbase,Artistic-2.0,Laurent Gatto,10.18129/B9.BIOC.MSNBASE,Q29998944,en,researcher
MSnID,Artistic-2.0,Vlad Petyuk,10.18129/B9.BIOC.MSNID,,,
MSPrep,GPL-3,Max McGrath,10.18129/B9.BIOC.MSPREP,Q96103391,en,researcher
MSstatsConvert,Artistic-2.0,Mateusz Staniak,10.18129/B9.BIOC.MSSTATSCONVERT,,,
MSstatsLiP,Artistic-2.0,Devon Kohler,10.18129/B9.BIOC.MSSTATSLIP,,,
MSstatsPTM,Artistic-2.0,Devon Kohler,10.18129/B9.BIOC.MSSTATSPTM,,,
MSstatsQC,Artistic License 2.0,Eralp Dogu,10.18129/B9.BIOC.MSSTATSQC,Q93205338,en,researcher (ORCID 0000-0002-8256-7304)
MSstatsQCgui,Artistic License 2.0,Eralp Dogu,10.18129/B9.BIOC.MSSTATSQCGUI,Q93205338,en,researcher (ORCID 0000-0002-8256-7304)
MSstatsSampleSize,Artistic-2.0,Ting Huang,10.18129/B9.BIOC.MSSTATSSAMPLESIZE,Q64532646,en,researcher (ORCID 0000-0003-3448-6216)
MSstatsTMT,Artistic-2.0,Ting Huang,10.18129/B9.BIOC.MSSTATSTMT,Q64532646,en,researcher (ORCID 0000-0003-3448-6216)
MuData,GPL-3,Danila Bredikhin,10.18129/B9.BIOC.MUDATA,,,
Mulcom,GPL-2,Claudio Isella,10.18129/B9.BIOC.MULCOM,Q56686206,en,researcher
MultiAssayExperiment,Artistic-2.0,Marcel Ramos,10.18129/B9.BIOC.MULTIASSAYEXPERIMENT,Q98196257,en,researcher
MultiBaC,GPL-3,The package maintainer,10.18129/B9.BIOC.MULTIBAC,,,
multiClust,GPL (>= 2),Nathan Lawlor,10.18129/B9.BIOC.MULTICLUST,Q59553854,en,researcher ORCID ID = 0000-0003-3263-6057
MultiMed,GPL (>= 2),Simina M. Boca,10.18129/B9.BIOC.MULTIMED,Q37393163,en,researcher
multiOmicsViz,LGPL (>= 2.1),Jing Wang,10.18129/B9.BIOC.MULTIOMICSVIZ,Q42838181,en,researcher (ORCID 0000-0001-6291-5802)
multiscan,GPL (>= 2),Mizanur Khondoker,10.18129/B9.BIOC.MULTISCAN,Q47163880,en,researcher
multiSight,CeCILL,Florian Jeanneret,10.18129/B9.BIOC.MULTISIGHT,,,
multtest,LGPL (>= 2.1),Katherine S. Pollard,10.18129/B9.BIOC.MULTTEST,Q90391163,en,"Professor at the Gladstone Institute,  University of California, San Francisco"
mumosa,GPL-3,Aaron Lun,10.18129/B9.BIOC.MUMOSA,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
MungeSumstats,Artistic-2.0,Alan Murphy,10.18129/B9.BIOC.MUNGESUMSTATS,,,
muscat,GPL-3,Helena L. Crowell,10.18129/B9.BIOC.MUSCAT,,,
musicatk,LGPL (>= 2.1),Aaron Chevalier,10.18129/B9.BIOC.MUSICATK,Q96057866,en,researcher (ORCID 0000-0002-3173-7350)
MutationalPatterns,MIT,Mark van Roosmalen,10.18129/B9.BIOC.MUTATIONALPATTERNS,,,
MVCClass,LGPL (>= 2.1),Elizabeth Whalen,10.18129/B9.BIOC.MVCCLASS,Q88664281,en,researcher
mygene,Artistic-2.0,"Adam Mark, Cyrus Afrasiabi, Chunlei Wu",10.18129/B9.BIOC.MYGENE,,,
myvariant,Artistic-2.0,"Adam Mark, Chunlei Wu",10.18129/B9.BIOC.MYVARIANT,,,
mzID,GPL (>= 2),Laurent Gatto,10.18129/B9.BIOC.MZID,Q29998944,en,researcher
NADfinder,GPL (>= 2),Jianhong Ou,10.18129/B9.BIOC.NADFINDER,Q60678173,en,researcher
NanoStringDiff,GPL,tingting zhai,10.18129/B9.BIOC.NANOSTRINGDIFF,Q92202803,en,researcher (ORCID 0000-0002-0891-4777)
NanoStringNCTools,MIT,Nicole Ortogero,10.18129/B9.BIOC.NANOSTRINGNCTOOLS,,,
NanoStringQCPro,Artistic-2.0,Robert Ziman,10.18129/B9.BIOC.NANOSTRINGQCPRO,,,
NanoTube,GPL-3,Caleb Class,10.18129/B9.BIOC.NANOTUBE,Q50278295,en,researcher
NBSplice,GPL (>= 2),Gabriela Merino,10.18129/B9.BIOC.NBSPLICE,Q89362357,en,researcher
ncGTW,GPL-2,Chiung-Ting Wu,10.18129/B9.BIOC.NCGTW,,,
NCIgraph,GPL-3,Laurent Jacob,10.18129/B9.BIOC.NCIGRAPH,Q87770737,en,researcher (ORCID 0000-0003-4767-0442)
ncRNAtools,GPL-3,Lara Selles Vidal,10.18129/B9.BIOC.NCRNATOOLS,Q96148673,en,researcher
ndexr,BSD_3_clause,Florian Auer,10.18129/B9.BIOC.NDEXR,,,
nearBynding,Artistic-2.0,Veronica Busa,10.18129/B9.BIOC.NEARBYNDING,,,
Nebulosa,GPL-3,Jose Alquicira-Hernandez,10.18129/B9.BIOC.NEBULOSA,Q101409862,en,researcher
NeighborNet,CC BY-NC-ND 4.0,Sahar Ansari,10.18129/B9.BIOC.NEIGHBORNET,,,
nempi,GPL-3,Martin Pirkl,10.18129/B9.BIOC.NEMPI,,,
netbiov,GPL (>= 2),Shailesh tripathi,10.18129/B9.BIOC.NETBIOV,Q91428862,en,researcher (ORCID 0000-0001-5142-3781)
netboxr,LGPL (>= 2.1),Eirc Minwei Liu,10.18129/B9.BIOC.NETBOXR,,,
nethet,GPL-2,Nicolas Staedler,10.18129/B9.BIOC.NETHET,,,
netOmics,GPL-3,Antoine Bodein,10.18129/B9.BIOC.NETOMICS,,,
NetPathMiner,GPL (>= 2),Ahmed Mohamed,10.18129/B9.BIOC.NETPATHMINER,Q73192823,en,researcher
netprioR,GPL-3,Fabian Schmich,10.18129/B9.BIOC.NETPRIOR,Q86413377,en,researcher
netresponse,GPL (>= 2),Leo Lahti,10.18129/B9.BIOC.NETRESPONSE,Q42633248,en,researcher
NetSAM,LGPL (>= 2.1),Zhiao Shi,10.18129/B9.BIOC.NETSAM,Q102344985,en,Ph.D. University of Tennessee - Knoxville 2006
networkBMA,GPL (>= 2),Ka Yee Yeung,10.18129/B9.BIOC.NETWORKBMA,Q42872283,en,researcher and professor at the University of Washington
netZooR,GPL-3,Marouen Ben Guebila,10.18129/B9.BIOC.NETZOOR,Q100384572,en,researcher
NeuCA,GPL-2,Hao Feng,10.18129/B9.BIOC.NEUCA,Q85920307,en,researcher (ORCID 0000-0003-4066-8104)
NewWave,GPL-3,Federico Agostinis,10.18129/B9.BIOC.NEWWAVE,,,
nnNorm,LGPL (>= 2.1),Adi Laurentiu Tarca,10.18129/B9.BIOC.NNNORM,,,
nnSVG,MIT,Lukas M. Weber,10.18129/B9.BIOC.NNSVG,,,
NOISeq,Artistic-2.0,Sonia Tarazona,10.18129/B9.BIOC.NOISEQ,Q42082605,en,researcher
nondetects,GPL-3,Valeriia Sherina,10.18129/B9.BIOC.NONDETECTS,,,
NoRCE,MIT,Gulden Olgun,10.18129/B9.BIOC.NORCE,,,
normalize450K,BSD_2_clause,Jonathan Alexander Heiss,10.18129/B9.BIOC.NORMALIZE450K,,,
normr,GPL-2,Johannes Helmuth,10.18129/B9.BIOC.NORMR,Q88140556,en,researcher
NPARC,GPL-3,Nils Kurzawa,10.18129/B9.BIOC.NPARC,Q58409624,en,researcher ORCID ID = 0000-0002-7846-2817
NTW,GPL-2,Yuanhua Liu,10.18129/B9.BIOC.NTW,Q91458492,en,researcher (ORCID 0000-0001-9633-9639)
nucleR,LGPL (>= 2.1),Alba Sala,10.18129/B9.BIOC.NUCLER,,,
nullranges,GPL-3,Michael Love,10.18129/B9.BIOC.NULLRANGES,Q50556919,en,researcher
NuPoP,GPL-2,Ji-Ping Wang,10.18129/B9.BIOC.NUPOP,Q93135491,en,researcher (ORCID 0000-0002-8398-939X)
NxtIRFcore,MIT,Alex Chit Hei Wong,10.18129/B9.BIOC.NXTIRFCORE,,,
occugene,GPL (>= 2),Oliver Will,10.18129/B9.BIOC.OCCUGENE,Q102239593,en,Ph.D. University of Southern California 2001
OCplus,LGPL (>= 2.1),Alexander Ploner,10.18129/B9.BIOC.OCPLUS,Q54997547,en,researcher
ODER,Artistic-2.0,David Zhang,10.18129/B9.BIOC.ODER,Q45954735,en,researcher (ORCID 0000-0002-5027-5286)
odseq,MIT,José Jiménez,10.18129/B9.BIOC.ODSEQ,Q57155402,en,researcher ORCID: 0000-0003-0900-4684
OGRE,Artistic-2.0,Sven Berres,10.18129/B9.BIOC.OGRE,,,
oligoClasses,GPL (>= 2),Benilton Carvalho,10.18129/B9.BIOC.OLIGOCLASSES,Q61821345,en,researcher ORCID ID = 0000-0001-5122-5646
OLIN,GPL-2,Matthias Futschik,10.18129/B9.BIOC.OLIN,Q37376165,en,researcher
OLINgui,GPL-2,Matthias Futschik,10.18129/B9.BIOC.OLINGUI,Q37376165,en,researcher
OmaDB,GPL-3,Klara Kaleb,10.18129/B9.BIOC.OMADB,Q89837384,en,researcher
omicade4,GPL-2,Chen Meng,10.18129/B9.BIOC.OMICADE4,,,
OmicCircos,GPL-2,Ying Hu,10.18129/B9.BIOC.OMICCIRCOS,Q88403942,en,researcher (ORCID 0000-0003-2469-5604)
omicplotR,MIT,Daniel Giguere,10.18129/B9.BIOC.OMICPLOTR,Q91293935,en,researcher (ORCID 0000-0002-4215-9859)
omicRexposome,MIT,Xavier Escribà Montagut,10.18129/B9.BIOC.OMICREXPOSOME,,,
OmicsLonDA,MIT,Ahmed A. Metwally,10.18129/B9.BIOC.OMICSLONDA,,,
OMICsPCA,GPL-3,Subhadeep Das,10.18129/B9.BIOC.OMICSPCA,Q87175547,en,researcher (ORCID 0000-0003-1870-8456)
omicsPrint,GPL (>= 2),Davy Cats,10.18129/B9.BIOC.OMICSPRINT,,,
omicsViewer,GPL-2,Chen Meng,10.18129/B9.BIOC.OMICSVIEWER,,,
Omixer,MIT,Lucy Sinke,10.18129/B9.BIOC.OMIXER,,,
ompBAM,MIT,Alex Chit Hei Wong,10.18129/B9.BIOC.OMPBAM,,,
oncomix,GPL-3,Daniel Pique,10.18129/B9.BIOC.ONCOMIX,Q96644189,en,researcher
oneSENSE,GPL (>= 3),Yong Kee Tan,10.18129/B9.BIOC.ONESENSE,,,
openPrimeR,GPL-2,Matthias Döring,10.18129/B9.BIOC.OPENPRIMER,,,
OpenStats,GPL (>= 2),Hamed Haseli Mashhadi,10.18129/B9.BIOC.OPENSTATS,,,
oposSOM,GPL (>= 2),Henry Loeffler-Wirth,10.18129/B9.BIOC.OPOSSOM,Q89694367,en,researcher
oppar,GPL-2,Soroor Hediyeh zadeh,10.18129/B9.BIOC.OPPAR,Q89876420,en,researcher
oppti,MIT,Abdulkadir Elmas,10.18129/B9.BIOC.OPPTI,,,
optimalFlow,Artistic-2.0,Hristo Inouzhe,10.18129/B9.BIOC.OPTIMALFLOW,Q101240980,en,researcher
OPWeight,Artistic-2.0,Mohamad Hasan,10.18129/B9.BIOC.OPWEIGHT,,,
OrderedList,GPL (>= 2),Claudio Lottaz,10.18129/B9.BIOC.ORDEREDLIST,,,
ORFhunteR,Artistic-2.0,Vasily V. Grinev,10.18129/B9.BIOC.ORFHUNTER,,,
Organism.dplyr,Artistic-2.0,Martin Morgan,10.18129/B9.BIOC.ORGANISM.DPLYR,Q60662565,en,researcher ORCID ID = 0000-0002-5874-8148
OrganismDbi,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.ORGANISMDBI,,,
orthogene,GPL-3,Brian Schilder,10.18129/B9.BIOC.ORTHOGENE,Q89505492,en,researcher
OSAT,Artistic-2.0,Li Yan,10.18129/B9.BIOC.OSAT,,,
Oscope,Artistic-2.0,Ning Leng,10.18129/B9.BIOC.OSCOPE,,,
OTUbase,Artistic-2.0,Daniel Beck,10.18129/B9.BIOC.OTUBASE,,,
OVESEG,GPL-2,Lulu Chen,10.18129/B9.BIOC.OVESEG,Q90288827,en,researcher (ORCID 0000-0001-9621-9231)
packFinder,GPL-2,Jack Gisby,10.18129/B9.BIOC.PACKFINDER,,,
padma,GPL (>= 3),Andrea Rau,10.18129/B9.BIOC.PADMA,,,
PADOG,GPL (>= 2),Adi L. Tarca,10.18129/B9.BIOC.PADOG,,,
pageRank,GPL-2,Hongxu Ding,10.18129/B9.BIOC.PAGERANK,,,
PAIRADISE,MIT,Qiang Hu,10.18129/B9.BIOC.PAIRADISE,Q89865938,en,researcher (ORCID 0000-0002-4090-5539)
paircompviz,GPL (>= 3.0),Michal Burda,10.18129/B9.BIOC.PAIRCOMPVIZ,Q95166694,,
pairkat,GPL-3,Max McGrath,10.18129/B9.BIOC.PAIRKAT,Q96103391,en,researcher
pandaR,GPL-2,Joseph N. Paulson,10.18129/B9.BIOC.PANDAR,,,
PanomiR,MIT,Pourya Naderi,10.18129/B9.BIOC.PANOMIR,,,
PANR,Artistic-2.0,Xin Wang,10.18129/B9.BIOC.PANR,Q53569210,en,researcher ORCID: 0000-0002-3522-5627
pareg,GPL-3,Kim Philipp Jablonski,10.18129/B9.BIOC.PAREG,Q89747588,en,researcher
parglms,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.PARGLMS,,,
parody,Artistic-2.0,Vince Carey,10.18129/B9.BIOC.PARODY,,,
PAST,GPL (>= 3),Thrash Adam,10.18129/B9.BIOC.PAST,,,
Path2PPI,GPL (>= 2),Oliver Philipp,10.18129/B9.BIOC.PATH2PPI,,,
PathNet,GPL-3,Ludwig Geistlinger,10.18129/B9.BIOC.PATHNET,Q88561965,en,researcher
PathoStat,GPL (>= 2),Solaiappan Manimaran,10.18129/B9.BIOC.PATHOSTAT,,,
pathRender,LGPL (>= 2.1),Vince Carey,10.18129/B9.BIOC.PATHRENDER,,,
pathVar,LGPL (>= 2.1),Samuel Zimmerman,10.18129/B9.BIOC.PATHVAR,,,
pathwayPCA,GPL-3,Gabriel Odom,10.18129/B9.BIOC.PATHWAYPCA,Q91617733,en,researcher (ORCID 0000-0003-1341-4555)
paxtoolsr,LGPL (>= 2.1),Augustin Luna,10.18129/B9.BIOC.PAXTOOLSR,Q92751037,en,researcher (ORCID 0000-0001-5709-371X)
pcaMethods,GPL (>= 3),Henning Redestig,10.18129/B9.BIOC.PCAMETHODS,Q43114286,en,researcher
PCAtools,GPL-3,Kevin Blighe,10.18129/B9.BIOC.PCATOOLS,Q92890211,en,researcher (ORCID 0000-0002-6322-6571)
pcxn,MIT,Sokratis Kariotis,10.18129/B9.BIOC.PCXN,Q88097006,en,researcher
PDATK,MIT,Benjamin Haibe-Kains,10.18129/B9.BIOC.PDATK,Q38639014,en,researcher
pdInfoBuilder,Artistic-2.0,Benilton Carvalho,10.18129/B9.BIOC.PDINFOBUILDER,Q61821345,en,researcher ORCID ID = 0000-0001-5122-5646
PeacoQC,GPL (>= 3),Annelies Emmaneel,10.18129/B9.BIOC.PEACOQC,Q90206554,en,researcher
peakPantheR,GPL-3,Arnaud Wolfer,10.18129/B9.BIOC.PEAKPANTHER,Q58897016,en,researcher ORCID ID = 0000-0001-5856-3218
PECA,GPL (>= 2),Tomi Suomi,10.18129/B9.BIOC.PECA,Q59674576,en,researcher ORCID ID = 0000-0003-3639-979X
peco,GPL (>= 3),Chiaowen Joyce Hsiao,10.18129/B9.BIOC.PECO,Q87647055,en,researcher
pengls,GPL-2,Stijn Hawinkel,10.18129/B9.BIOC.PENGLS,Q91545755,en,researcher (ORCID 0000-0002-4501-5180)
PepsNMR,GPL-2,Manon Martin,10.18129/B9.BIOC.PEPSNMR,,,
pepStat,Artistic-2.0,Gregory C Imholte,10.18129/B9.BIOC.PEPSTAT,,,
pepXMLTab,Artistic-2.0,Xiaojing Wang,10.18129/B9.BIOC.PEPXMLTAB,Q88617664,en,researcher (ORCID 0000-0002-1495-4740)
PERFect,Artistic-2.0,Quy Cao,10.18129/B9.BIOC.PERFECT,,,
periodicDNA,GPL-3,Jacques Serizay,10.18129/B9.BIOC.PERIODICDNA,Q99248806,en,researcher
PFP,GPL-2,XC Zhang,10.18129/B9.BIOC.PFP,,,
pgca,GPL (>= 2),Gabriela Cohen-Freue,10.18129/B9.BIOC.PGCA,,,
phantasus,MIT,Alexey Sergushichev,10.18129/B9.BIOC.PHANTASUS,Q30503358,en,researcher
PharmacoGx,Artistic-2.0,Benjamin Haibe-Kains,10.18129/B9.BIOC.PHARMACOGX,Q38639014,en,researcher
phemd,GPL-2,William S Chen,10.18129/B9.BIOC.PHEMD,Q92438680,en,researcher (ORCID 0000-0002-3717-670X)
PhenoGeneRanker,Creative Commons Attribution 4.0 International License,Cagatay Dursun,10.18129/B9.BIOC.PHENOGENERANKER,,,
phenopath,Apache License 2.0,Kieran Campbell,10.18129/B9.BIOC.PHENOPATH,,,
phenoTest,GPL (>= 2),Evarist Planet,10.18129/B9.BIOC.PHENOTEST,,,
PhIPData,MIT,Athena Chen,10.18129/B9.BIOC.PHIPDATA,,,
phosphonormalizer,GPL (>= 2),Sohrab Saraei,10.18129/B9.BIOC.PHOSPHONORMALIZER,,,
PhosR,GPL-3,Taiyun Kim,10.18129/B9.BIOC.PHOSR,,,
PhyloProfile,MIT,Vinh Tran,10.18129/B9.BIOC.PHYLOPROFILE,,,
phyloseq,AGPL-3,Paul J. McMurdie,10.18129/B9.BIOC.PHYLOSEQ,Q55121955,en,researcher
pickgene,GPL (>= 2),Brian S. Yandell,10.18129/B9.BIOC.PICKGENE,,,
PICS,Artistic-2.0,Renan Sauteraud,10.18129/B9.BIOC.PICS,,,
Pigengene,GPL (>= 2),Habil Zare,10.18129/B9.BIOC.PIGENGENE,Q30348803,en,researcher
PING,Artistic-2.0,Renan Sauteraud,10.18129/B9.BIOC.PING,,,
pipeFrame,GPL-3,Zheng Wei,10.18129/B9.BIOC.PIPEFRAME,,,
pkgDepTools,GPL-2,Bioconductor Package Maintainer,10.18129/B9.BIOC.PKGDEPTOOLS,,,
planet,GPL-2,Victor Yuan,10.18129/B9.BIOC.PLANET,Q91043430,en,researcher (ORCID 0000-0002-3394-998X)
plethy,GPL-3,Daniel Bottomly,10.18129/B9.BIOC.PLETHY,,,
plier,GPL (>= 2),Crispin Miller,10.18129/B9.BIOC.PLIER,Q42564955,en,researcher
PloGO2,GPL-2,Jemma Wu,10.18129/B9.BIOC.PLOGO2,,,
plotgardener,MIT,Nicole Kramer,10.18129/B9.BIOC.PLOTGARDENER,,,
plotGrouper,GPL-3,John D. Gagnon,10.18129/B9.BIOC.PLOTGROUPER,,,
PLPE,GPL (>= 2),Soo-heang Eo,10.18129/B9.BIOC.PLPE,,,
plyranges,Artistic-2.0,Stuart Lee,10.18129/B9.BIOC.PLYRANGES,Q47326867,en,researcher
pmm,GPL-3,Anna Drewek,10.18129/B9.BIOC.PMM,,,
pmp,GPL-3,Gavin Rhys Lloyd,10.18129/B9.BIOC.PMP,,,
PoDCall,GPL-3,Hans Petter Brodal,10.18129/B9.BIOC.PODCALL,,,
podkat,GPL (>= 2),Ulrich Bodenhofer,10.18129/B9.BIOC.PODKAT,,,
pogos,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.POGOS,,,
polyester,Artistic-2.0,Jack Fu,10.18129/B9.BIOC.POLYESTER,Q59157536,en,researcher ORCID ID = 0000-0002-9397-0668
POMA,GPL-3,Pol Castellano-Escuder,10.18129/B9.BIOC.POMA,Q110611014,en,Researcher ORCID = 0000-0001-6466-877X
PoTRA,LGPL (>= 2.1),Margaret Linan,10.18129/B9.BIOC.POTRA,,,
powerTCR,Artistic-2.0,Hillary Koch,10.18129/B9.BIOC.POWERTCR,Q98775056,en,researcher
POWSC,GPL-2,Kenong Su,10.18129/B9.BIOC.POWSC,,,
ppcseq,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.PPCSEQ,Q104281752,en,researcher
PPInfer,Artistic-2.0,Dongmin Jung,10.18129/B9.BIOC.PPINFER,Q91273582,en,researcher (ORCID 0000-0001-7499-8422)
ppiStats,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.PPISTATS,,,
preciseTAD,MIT,Mikhail Dozmorov,10.18129/B9.BIOC.PRECISETAD,Q42846470,en,researcher
PrecisionTrialDrawer,GPL-3,Giorgio Melloni,10.18129/B9.BIOC.PRECISIONTRIALDRAWER,Q58865094,en,researcher ORCID ID = 0000-0001-6371-1334
PREDA,GPL-2,Francesco Ferrari,10.18129/B9.BIOC.PREDA,Q37371337,en,researcher (ORCID 0000-0002-9811-3753)
preprocessCore,LGPL (>= 2.1),Ben Bolstad,10.18129/B9.BIOC.PREPROCESSCORE,,,
primirTSS,GPL-2,Pumin Li,10.18129/B9.BIOC.PRIMIRTSS,,,
PrInCE,GPL-3,Michael Skinnider,10.18129/B9.BIOC.PRINCE,Q47474705,en,researcher
proBAMr,Artistic-2.0,Xiaojing Wang,10.18129/B9.BIOC.PROBAMR,,,
proBatch,GPL-3,Chloe H. Lee,10.18129/B9.BIOC.PROBATCH,,,
PROcess,Artistic-2.0,Xiaochun Li,10.18129/B9.BIOC.PROCESS,Q91791382,en,associate professor of biostatistics
proDA,GPL-3,Constantin Ahlmann-Eltze,10.18129/B9.BIOC.PRODA,,,
proFIA,CeCILL,Alexis Delabriere,10.18129/B9.BIOC.PROFIA,,,
profileplyr,GPL (>= 3),Tom Carroll,10.18129/B9.BIOC.PROFILEPLYR,,,
profileScoreDist,MIT,Paal O. Westermark,10.18129/B9.BIOC.PROFILESCOREDIST,,,
progeny,Apache License 2.0,Aurélien Dugourd,10.18129/B9.BIOC.PROGENY,Q47322571,en,researcher
projectR,GPL (== 2),Genevieve Stein-O'Brien,10.18129/B9.BIOC.PROJECTR,Q63676109,en,researcher
pRoloc,GPL-2,Laurent Gatto,10.18129/B9.BIOC.PROLOC,Q29998944,en,researcher
pRolocGUI,GPL-2,Laurent Gatto,10.18129/B9.BIOC.PROLOCGUI,Q29998944,en,researcher
PROMISE,GPL (>= 2),Stan Pounds,10.18129/B9.BIOC.PROMISE,,,
PROPS,GPL-2,Lichy Han,10.18129/B9.BIOC.PROPS,,,
Prostar,Artistic-2.0,Samuel Wieczorek,10.18129/B9.BIOC.PROSTAR,Q87077502,en,researcher
proteinProfiles,GPL-3,Julian Gehring,10.18129/B9.BIOC.PROTEINPROFILES,Q56604473,en,researcher
ProteoDisco,GPL-3,Job van Riet,10.18129/B9.BIOC.PROTEODISCO,Q47203962,en,researcher
ProteoMM,MIT,Yuliya V Karpievitch,10.18129/B9.BIOC.PROTEOMM,,,
protGear,GPL-3,Kennedy Mwai,10.18129/B9.BIOC.PROTGEAR,Q56800149,en,researcher
ProtGenerics,Artistic-2.0,Laurent Gatto,10.18129/B9.BIOC.PROTGENERICS,Q29998944,en,researcher
psichomics,MIT,Nuno Saraiva-Agostinho,10.18129/B9.BIOC.PSICHOMICS,Q63980419,en,researcher
PSICQUIC,Apache License 2.0,Paul Shannon,10.18129/B9.BIOC.PSICQUIC,,,
PSMatch,Artistic-2.0,Laurent Gatto,10.18129/B9.BIOC.PSMATCH,Q29998944,en,researcher
psygenet2r,MIT,Alba Gutierrez-Sacristan,10.18129/B9.BIOC.PSYGENET2R,Q95600910,en,researcher
ptairMS,GPL-3,"c(""camille Roquencourt"", ""camille Roquencourt"")",10.18129/B9.BIOC.PTAIRMS,,,
PubScore,MIT,Tiago Lubiana,10.18129/B9.BIOC.PUBSCORE,Q90076935,en,researcher
pulsedSilac,GPL-3,Marc Pagès-Gallego,10.18129/B9.BIOC.PULSEDSILAC,Q90758699,en,researcher (ORCID 0000-0001-8888-5699)
puma,LGPL (>= 2.1),Xuejun Liu,10.18129/B9.BIOC.PUMA,Q90031186,en,researcher (ORCID 0000-0002-8367-5833)
pvac,LGPL (>= 2.1),Jun Lu,10.18129/B9.BIOC.PVAC,Q56988835,en,researcher ORCID: 0000-0002-2237-8771
pvca,LGPL (>= 2.1),Jianying LI,10.18129/B9.BIOC.PVCA,Q57059325,en,researcher
Pviz,Artistic-2.0,Renan Sauteraud,10.18129/B9.BIOC.PVIZ,,,
PWMEnrich,LGPL (>= 2.1),Diego Diez,10.18129/B9.BIOC.PWMENRICH,Q81243268,en,researcher
pwOmics,GPL (>= 2),Maren Sitte,10.18129/B9.BIOC.PWOMICS,,,
qckitfastq,Artistic-2.0,August Guang,10.18129/B9.BIOC.QCKITFASTQ,Q60055921,en,researcher
qcmetrics,GPL-2,Laurent Gatto,10.18129/B9.BIOC.QCMETRICS,Q29998944,en,researcher
QDNAseq,GPL,Daoud Sie,10.18129/B9.BIOC.QDNASEQ,Q42860422,en,researcher
QFeatures,Artistic-2.0,Laurent Gatto,10.18129/B9.BIOC.QFEATURES,Q29998944,en,researcher
qmtools,GPL-3,Jaehyun Joo,10.18129/B9.BIOC.QMTOOLS,,,
qpcrNorm,LGPL (>= 2.1),Jessica Mar,10.18129/B9.BIOC.QPCRNORM,Q61165370,en,researcher ORCID ID = 0000-0002-5147-9299
qpgraph,GPL (>= 2),Robert Castelo,10.18129/B9.BIOC.QPGRAPH,Q42551515,en,researcher
qrqc,GPL (>= 2),Vince Buffalo,10.18129/B9.BIOC.QRQC,Q87781060,en,researcher
qsmooth,CC BY 4.0,Stephanie C. Hicks,10.18129/B9.BIOC.QSMOOTH,,,
qsvaR,Artistic-2.0,Joshua Stolz,10.18129/B9.BIOC.QSVAR,,,
Qtlizer,GPL-3,Matthias Munz,10.18129/B9.BIOC.QTLIZER,Q40225208,en,researcher
quantiseqr,GPL-3,Federico Marini,10.18129/B9.BIOC.QUANTISEQR,Q43198520,en,researcher ORCID: 0000-0001-8266-1117
quantro,GPL (>= 3),Stephanie Hicks,10.18129/B9.BIOC.QUANTRO,Q56073268,en,researcher
quantsmooth,GPL-2,Jan Oosting,10.18129/B9.BIOC.QUANTSMOOTH,Q90115240,en,researcher
QuartPAC,GPL-2,Gregory Ryslik,10.18129/B9.BIOC.QUARTPAC,Q102430589,en,Ph.D. Yale University 2014
QuaternaryProd,GPL (>= 3),Carl Tony Fakhry,10.18129/B9.BIOC.QUATERNARYPROD,,,
qusage,GPL (>= 2),Christopher Bolen,10.18129/B9.BIOC.QUSAGE,Q89420869,en,researcher
qvalue,LGPL (>= 2.1),John D. Storey,10.18129/B9.BIOC.QVALUE,Q55121965,en,genomics statistician
R3CPET,GPL (>= 2),Mohamed Nadhir Djekidel,10.18129/B9.BIOC.R3CPET,Q86956721,en,researcher
r3Cseq,GPL-3,Supat Thongjuea,10.18129/B9.BIOC.R3CSEQ,Q57165037,en,researcher
R453Plus1Toolbox,LGPL (>= 2.1),Hans-Ulrich Klein,10.18129/B9.BIOC.R453PLUS1TOOLBOX,Q55283675,en,researcher
R4RNA,GPL-3,Daniel Lai,10.18129/B9.BIOC.R4RNA,Q57263306,en,researcher ORCID: 0000-0001-6365-3189
RaggedExperiment,Artistic-2.0,Martin Morgan,10.18129/B9.BIOC.RAGGEDEXPERIMENT,Q60662565,en,researcher ORCID ID = 0000-0002-5874-8148
rama,GPL (>= 2),Raphael Gottardo,10.18129/B9.BIOC.RAMA,Q88268514,en,researcher
ramr,Artistic-2.0,Oleksii Nikolaienko,10.18129/B9.BIOC.RAMR,Q37838408,en,researcher
randPack,Artistic-2.0,Robert Gentleman,10.18129/B9.BIOC.RANDPACK,Q7344712,en,Canadian statistician and bioinformatician
randRotation,GPL-3,Peter Hettegger,10.18129/B9.BIOC.RANDROTATION,Q92903216,en,researcher (ORCID 0000-0001-8557-588X)
RAREsim,GPL-3,Ryan Barnard,10.18129/B9.BIOC.RARESIM,,,
RareVariantVis,Artistic-2.0,Tomasz Stokowy,10.18129/B9.BIOC.RAREVARIANTVIS,Q42316054,en,researcher
RbcBook1,Artistic-2.0,Vince Carey,10.18129/B9.BIOC.RBCBOOK1,,,
