Package,License,maintainer,DOI
RBM,GPL (>= 2),Dongmei Li,10.18129/B9.BIOC.RBM
rbsurv,GPL (>= 2),Soo-heang Eo,10.18129/B9.BIOC.RBSURV
Rcade,GPL-2,Jonathan Cairns,10.18129/B9.BIOC.RCADE
RCASPAR,GPL (>= 3),Douaa Mugahid,10.18129/B9.BIOC.RCASPAR
rcellminer,LGPL (>= 2.1),Augustin Luna,10.18129/B9.BIOC.RCELLMINER
rCGH,Artistic-2.0,Frederic Commo,10.18129/B9.BIOC.RCGH
RCM,GPL-2,Stijn Hawinkel,10.18129/B9.BIOC.RCM
RCSL,GPL-3,Qinglin Mei,10.18129/B9.BIOC.RCSL
Rcwl,GPL-2,Qiang Hu,10.18129/B9.BIOC.RCWL
RcwlPipelines,GPL-2,Qiang Hu,10.18129/B9.BIOC.RCWLPIPELINES
RCX,MIT,Florian Auer,10.18129/B9.BIOC.RCX
RCyjs,MIT,Paul Shannon,10.18129/B9.BIOC.RCYJS
RDRToolbox,GPL (>= 2),Christoph Bartenhagen,10.18129/B9.BIOC.RDRTOOLBOX
ReactomeContentService4R,Apache License 2.0,Chi-Lam Poon,10.18129/B9.BIOC.REACTOMECONTENTSERVICE4R
ReactomeGraph4R,Apache License 2.0,Chi-Lam Poon,10.18129/B9.BIOC.REACTOMEGRAPH4R
ReactomeGSA,MIT,Johannes Griss,10.18129/B9.BIOC.REACTOMEGSA
REBET,GPL-2,Bill Wheeler,10.18129/B9.BIOC.REBET
rebook,GPL-3,Aaron Lun,10.18129/B9.BIOC.REBOOK
receptLoss,GPL-3,Daniel Pique,10.18129/B9.BIOC.RECEPTLOSS
reconsi,GPL-2,Stijn Hawinkel,10.18129/B9.BIOC.RECONSI
recount3,Artistic-2.0,Leonardo Collado-Torres,10.18129/B9.BIOC.RECOUNT3
recoup,GPL (>= 3),Panagiotis Moulos,10.18129/B9.BIOC.RECOUP
RedeR,GPL (>= 3),Mauro Castro,10.18129/B9.BIOC.REDER
REDseq,GPL (>= 2),Lihua Julie Zhu,10.18129/B9.BIOC.REDSEQ
RefPlus,GPL (>= 2),Kai-Ming Chang,10.18129/B9.BIOC.REFPLUS
RegEnrich,GPL (>= 2),Weiyang Tao,10.18129/B9.BIOC.REGENRICH
regsplice,MIT,Lukas M. Weber,10.18129/B9.BIOC.REGSPLICE
regutools,Artistic-2.0,Joselyn Chavez,10.18129/B9.BIOC.REGUTOOLS
REMP,GPL-3,Yinan Zheng,10.18129/B9.BIOC.REMP
Repitools,LGPL (>= 2.1),Mark Robinson,10.18129/B9.BIOC.REPITOOLS
RepViz,GPL-3,"Thomas Faux, Asta Laiho",10.18129/B9.BIOC.REPVIZ
ReQON,GPL-2,Christopher Cabanski,10.18129/B9.BIOC.REQON
ResidualMatrix,GPL-3,Aaron Lun,10.18129/B9.BIOC.RESIDUALMATRIX
restfulSE,Artistic-2.0,Shweta Gopaulakrishnan,10.18129/B9.BIOC.RESTFULSE
rexposome,MIT,Xavier Escribà Montagut,10.18129/B9.BIOC.REXPOSOME
Rfastp,GPL-3,Thomas Carroll,10.18129/B9.BIOC.RFASTP
rfPred,GPL (>= 2),Hugo Varet,10.18129/B9.BIOC.RFPRED
rGADEM,Artistic-2.0,Arnaud Droit,10.18129/B9.BIOC.RGADEM
rGenomeTracks,GPL-3,Omar Elashkar,10.18129/B9.BIOC.RGENOMETRACKS
Rgin,MIT,Hector Climente-Gonzalez,10.18129/B9.BIOC.RGIN
RGMQL,Artistic-2.0,Simone Pallotta,10.18129/B9.BIOC.RGMQL
rgoslin,MIT,Nils Hoffmann,10.18129/B9.BIOC.RGOSLIN
RGraph2js,GPL-2,Stephane Cano,10.18129/B9.BIOC.RGRAPH2JS
Rgraphviz,EPL,Kasper Daniel Hansen,10.18129/B9.BIOC.RGRAPHVIZ
rGREAT,MIT,Zuguang Gu,10.18129/B9.BIOC.RGREAT
RGSEA,GPL (>= 3),Chengcheng Ma,10.18129/B9.BIOC.RGSEA
rhdf5,Artistic-2.0,Mike Smith,10.18129/B9.BIOC.RHDF5
rhdf5client,Artistic-2.0,Vincent Carey,10.18129/B9.BIOC.RHDF5CLIENT
rhdf5filters,BSD_2_clause,Mike Smith,10.18129/B9.BIOC.RHDF5FILTERS
Rhdf5lib,Artistic-2.0,Mike Smith,10.18129/B9.BIOC.RHDF5LIB
Rhisat2,GPL-3,Charlotte Soneson,10.18129/B9.BIOC.RHISAT2
Rhtslib,LGPL (>= 2.1),Bioconductor Package Maintainer,10.18129/B9.BIOC.RHTSLIB
RiboCrypt,MIT,Michal Swirski,10.18129/B9.BIOC.RIBOCRYPT
RiboDiPA,LGPL (>= 2.1),Ji-Ping Wang,10.18129/B9.BIOC.RIBODIPA
RiboProfiling,GPL-3,A. Popa,10.18129/B9.BIOC.RIBOPROFILING
ribor,GPL-3,Michael Geng,10.18129/B9.BIOC.RIBOR
riboSeqR,GPL-3,Thomas J. Hardcastle,10.18129/B9.BIOC.RIBOSEQR
ribosomeProfilingQC,GPL (>= 3),Jianhong Ou,10.18129/B9.BIOC.RIBOSOMEPROFILINGQC
rifi,GPL-3,Jens Georg,10.18129/B9.BIOC.RIFI
RImmPort,GPL-3,Zicheng Hu,10.18129/B9.BIOC.RIMMPORT
Ringo,Artistic-2.0,J. Toedling,10.18129/B9.BIOC.RINGO
RIPAT,Artistic-2.0,Min-Jeong Baek,10.18129/B9.BIOC.RIPAT
Risa,LGPL (>= 2.1),Alejandra Gonzalez-Beltran,10.18129/B9.BIOC.RISA
RIVER,GPL (>= 2),Yungil Kim,10.18129/B9.BIOC.RIVER
RLassoCox,Artistic-2.0,Wei Liu,10.18129/B9.BIOC.RLASSOCOX
RLMM,LGPL (>= 2.1),Nusrat Rabbee,10.18129/B9.BIOC.RLMM
RLSeq,MIT,Henry Miller,10.18129/B9.BIOC.RLSEQ
Rmagpie,GPL (>= 3),Camille Maumet,10.18129/B9.BIOC.RMAGPIE
RMassBank,Artistic-2.0,RMassBank at Eawag,10.18129/B9.BIOC.RMASSBANK
rmelting,GPL-2,J. Aravind,10.18129/B9.BIOC.RMELTING
RNAdecay,GPL-2,Reed Sorenson,10.18129/B9.BIOC.RNADECAY
rnaEditr,GPL-3,Lanyu Zhang,10.18129/B9.BIOC.RNAEDITR
RNAinteract,Artistic-2.0,Mike Smith,10.18129/B9.BIOC.RNAINTERACT
RNAmodR,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR
RNAmodR.AlkAnilineSeq,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR.ALKANILINESEQ
RNAmodR.ML,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR.ML
RNAmodR.RiboMethSeq,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR.RIBOMETHSEQ
RNAsense,GPL-3,Marcus Rosenblatt,10.18129/B9.BIOC.RNASENSE
rnaseqcomp,GPL-3,Mingxiang Teng,10.18129/B9.BIOC.RNASEQCOMP
RNASeqPower,LGPL (>= 2.1),Terry M Therneau,10.18129/B9.BIOC.RNASEQPOWER
RnaSeqSampleSize,GPL (>= 2),Shilin Zhao Developer,10.18129/B9.BIOC.RNASEQSAMPLESIZE
Rnits,GPL-3,Dipen P. Sangurdekar,10.18129/B9.BIOC.RNITS
roar,GPL-3,Elena Grassi,10.18129/B9.BIOC.ROAR
ROC,Artistic-2.0,Vince Carey,10.18129/B9.BIOC.ROC
ROCpAI,GPL-3,Juan-Pedro Garcia,10.18129/B9.BIOC.ROCPAI
RolDE,GPL-3,Tommi Valikangas,10.18129/B9.BIOC.ROLDE
rols,GPL-2,Laurent Gatto,10.18129/B9.BIOC.ROLS
ROntoTools,CC BY-NC-ND 4.0,Calin Voichita,10.18129/B9.BIOC.RONTOTOOLS
ropls,CeCILL,Etienne A. Thevenot,10.18129/B9.BIOC.ROPLS
ROSeq,GPL-3,Krishan Gupta,10.18129/B9.BIOC.ROSEQ
RPA,BSD_2_clause,Leo Lahti,10.18129/B9.BIOC.RPA
rprimer,GPL-3,Sofia Persson,10.18129/B9.BIOC.RPRIMER
RProtoBufLib,BSD_3_clause,Mike Jiang,10.18129/B9.BIOC.RPROTOBUFLIB
RpsiXML,LGPL (>= 2.1),Jitao David Zhang,10.18129/B9.BIOC.RPSIXML
rpx,GPL-2,Laurent Gatto,10.18129/B9.BIOC.RPX
rqubic,GPL-2,Jitao David Zhang,10.18129/B9.BIOC.RQUBIC
rRDP,GPL-2,Michael Hahsler,10.18129/B9.BIOC.RRDP
RRHO,GPL-2,Jonathan Rosenblatt,10.18129/B9.BIOC.RRHO
rrvgo,GPL-3,Sergi Sayols,10.18129/B9.BIOC.RRVGO
Rsamtools,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.RSAMTOOLS
rsbml,Artistic-2.0,Michael Lawrence,10.18129/B9.BIOC.RSBML
rScudo,GPL-3,Matteo Ciciani,10.18129/B9.BIOC.RSCUDO
rsemmed,Artistic-2.0,Leslie Myint,10.18129/B9.BIOC.RSEMMED
RSeqAn,BSD_3_clause,August Guang,10.18129/B9.BIOC.RSEQAN
RSVSim,LGPL (>= 2.1),Christoph Bartenhagen,10.18129/B9.BIOC.RSVSIM
RTCA,LGPL (>= 2.1),Jitao David Zhang,10.18129/B9.BIOC.RTCA
RTCGA,GPL-2,Marcin Kosinski,10.18129/B9.BIOC.RTCGA
RTopper,GPL (>= 3),Luigi Marchionni,10.18129/B9.BIOC.RTOPPER
Rtreemix,LGPL (>= 2.1),Jasmina Bogojeska,10.18129/B9.BIOC.RTREEMIX
rTRMui,GPL-3,Diego Diez,10.18129/B9.BIOC.RTRMUI
RUVcorr,GPL-2,Saskia Freytag,10.18129/B9.BIOC.RUVCORR
RUVnormalize,GPL-3,Laurent Jacob,10.18129/B9.BIOC.RUVNORMALIZE
RUVSeq,Artistic-2.0,Davide Risso,10.18129/B9.BIOC.RUVSEQ
RVS,GPL-2,Thomas Sherman,10.18129/B9.BIOC.RVS
rWikiPathways,MIT,Egon Willighagen,10.18129/B9.BIOC.RWIKIPATHWAYS
S4Vectors,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.S4VECTORS
safe,GPL (>= 2),Ludwig Geistlinger,10.18129/B9.BIOC.SAFE
sagenhaft,GPL (>= 2),Tim Beissbarth,10.18129/B9.BIOC.SAGENHAFT
sampleClassifier,Artistic-2.0,Khadija El Amrani,10.18129/B9.BIOC.SAMPLECLASSIFIER
SamSPECTRAL,GPL (>= 2),Habil,10.18129/B9.BIOC.SAMSPECTRAL
sangeranalyseR,GPL-2,Kuan-Hao Chao,10.18129/B9.BIOC.SANGERANALYSER
sangerseqR,GPL-2,Jonathon Hill,10.18129/B9.BIOC.SANGERSEQR
satuRn,Artistic-2.0,Jeroen Gilis,10.18129/B9.BIOC.SATURN
savR,AGPL-3,R. Brent Calder,10.18129/B9.BIOC.SAVR
SBGNview,AGPL-3,Weijun Luo,10.18129/B9.BIOC.SBGNVIEW
SBMLR,GPL-2,Tomas Radivoyevitch,10.18129/B9.BIOC.SBMLR
SC3,GPL-3,Vladimir Kiselev,10.18129/B9.BIOC.SC3
Scale4C,LGPL (>= 2.1),Carolin Walter,10.18129/B9.BIOC.SCALE4C
ScaledMatrix,GPL-3,Aaron Lun,10.18129/B9.BIOC.SCALEDMATRIX
scanMiR,GPL-3,Fridolin Gross,10.18129/B9.BIOC.SCANMIR
scanMiRApp,GPL-3,Pierre-Luc Germain,10.18129/B9.BIOC.SCANMIRAPP
scAnnotatR,MIT,Johannes Griss,10.18129/B9.BIOC.SCANNOTATR
SCArray,GPL-3,Xiuwen Zheng,10.18129/B9.BIOC.SCARRAY
SCATE,MIT,Wenpin Hou,10.18129/B9.BIOC.SCATE
scater,GPL-3,Alan O'Callaghan,10.18129/B9.BIOC.SCATER
scatterHatch,MIT,Atul Deshpande,10.18129/B9.BIOC.SCATTERHATCH
scBFA,GPL-3,Ruoxin Li,10.18129/B9.BIOC.SCBFA
SCBN,GPL-2,Yan Zhou,10.18129/B9.BIOC.SCBN
scClassify,GPL-3,Yingxin Lin,10.18129/B9.BIOC.SCCLASSIFY
sccomp,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.SCCOMP
scDataviz,GPL-3,Kevin Blighe,10.18129/B9.BIOC.SCDATAVIZ
scDD,GPL-2,Keegan Korthauer,10.18129/B9.BIOC.SCDD
scde,GPL-2,Jean Fan,10.18129/B9.BIOC.SCDE
scds,MIT,Dennis Kostka,10.18129/B9.BIOC.SCDS
SCFA,LGPL (>= 2.1),Duc Tran,10.18129/B9.BIOC.SCFA
scFeatureFilter,MIT,Guillaume Devailly,10.18129/B9.BIOC.SCFEATUREFILTER
scGPS,GPL-3,Quan Nguyen,10.18129/B9.BIOC.SCGPS
schex,GPL-3,Saskia Freytag,10.18129/B9.BIOC.SCHEX
scHOT,GPL-3,Shila Ghazanfar,10.18129/B9.BIOC.SCHOT
scMAGeCK,BSD_2_clause,Xiaolong Cheng,10.18129/B9.BIOC.SCMAGECK
scmap,GPL-3,Vladimir Kiselev,10.18129/B9.BIOC.SCMAP
scmeth,GPL-2,Divy Kangeyan,10.18129/B9.BIOC.SCMETH
SCnorm,GPL (>= 2),Rhonda Bacher,10.18129/B9.BIOC.SCNORM
scone,Artistic-2.0,Davide Risso,10.18129/B9.BIOC.SCONE
Sconify,Artistic-2.0,Tyler J Burns,10.18129/B9.BIOC.SCONIFY
SCOPE,GPL-2,Rujin Wang,10.18129/B9.BIOC.SCOPE
scp,Artistic-2.0,Christophe Vanderaa,10.18129/B9.BIOC.SCP
scPCA,MIT,Philippe Boileau,10.18129/B9.BIOC.SCPCA
scPipe,GPL (>= 2),Luyi Tian,10.18129/B9.BIOC.SCPIPE
scReClassify,GPL-3,Taiyun Kim,10.18129/B9.BIOC.SCRECLASSIFY
scRecover,GPL,Zhun Miao,10.18129/B9.BIOC.SCRECOVER
scRepertoire,Apache License 2.0,Nick Borcherding,10.18129/B9.BIOC.SCREPERTOIRE
scruff,MIT,Zhe Wang,10.18129/B9.BIOC.SCRUFF
scry,Artistic-2.0,Kelly Street,10.18129/B9.BIOC.SCRY
scShapes,GPL-3,Malindrie Dharmaratne,10.18129/B9.BIOC.SCSHAPES
scTensor,Artistic-2.0,Koki Tsuyuzaki,10.18129/B9.BIOC.SCTENSOR
scTGIF,Artistic-2.0,Koki Tsuyuzaki,10.18129/B9.BIOC.SCTGIF
scTHI,GPL-2,Michele Ceccarelli,10.18129/B9.BIOC.SCTHI
scTreeViz,Artistic-2.0,Jayaram Kancherla,10.18129/B9.BIOC.SCTREEVIZ
SDAMS,GPL,Yuntong Li,10.18129/B9.BIOC.SDAMS
sechm,GPL-3,Pierre-Luc Germain,10.18129/B9.BIOC.SECHM
segmenter,GPL-3,Mahmoud Ahmed,10.18129/B9.BIOC.SEGMENTER
segmentSeq,GPL-3,Thomas J. Hardcastle,10.18129/B9.BIOC.SEGMENTSEQ
selectKSigs,GPL-3,Zhi Yang,10.18129/B9.BIOC.SELECTKSIGS
SELEX,GPL (>= 2),Harmen J. Bussemaker,10.18129/B9.BIOC.SELEX
SemDist,GPL (>= 2),Ian Gonzalez,10.18129/B9.BIOC.SEMDIST
semisup,GPL-3,Armin Rauschenberger,10.18129/B9.BIOC.SEMISUP
SEPIRA,GPL-3,Yuting Chen,10.18129/B9.BIOC.SEPIRA
seq2pathway,GPL-2,Arjun Kinstlick,10.18129/B9.BIOC.SEQ2PATHWAY
seqArchR,GPL-3,Sarvesh Nikumbh,10.18129/B9.BIOC.SEQARCHR
seqCAT,MIT,Erik Fasterius,10.18129/B9.BIOC.SEQCAT
seqCNA,GPL-3,David Mosen-Ansorena,10.18129/B9.BIOC.SEQCNA
seqcombo,Artistic-2.0,Guangchuang Yu,10.18129/B9.BIOC.SEQCOMBO
SeqGate,GPL (>= 2.0),Stéphanie Rialle,10.18129/B9.BIOC.SEQGATE
SeqGSEA,GPL (>= 3),Xi Wang,10.18129/B9.BIOC.SEQGSEA
seqLogo,LGPL (>= 2.1),Robert Ivanek,10.18129/B9.BIOC.SEQLOGO
seqPattern,GPL-3,Vanja Haberle,10.18129/B9.BIOC.SEQPATTERN
seqsetvis,MIT,Joseph R Boyd,10.18129/B9.BIOC.SEQSETVIS
seqTools,Artistic-2.0,Wolfgang Kaisers,10.18129/B9.BIOC.SEQTOOLS
SeqVarTools,GPL-3,Stephanie M. Gogarten,10.18129/B9.BIOC.SEQVARTOOLS
SEtools,GPL,Pierre-Luc Germain,10.18129/B9.BIOC.SETOOLS
sevenbridges,Apache License 2.0,Soner Koc,10.18129/B9.BIOC.SEVENBRIDGES
SharedObject,GPL-3,Jiefei Wang,10.18129/B9.BIOC.SHAREDOBJECT
shinyepico,AGPL-3,Octavio Morante-Palacios,10.18129/B9.BIOC.SHINYEPICO
SIAMCAT,GPL-3,Jakob Wirbel,10.18129/B9.BIOC.SIAMCAT
SICtools,GPL (>= 2),Xiaobin Xing,10.18129/B9.BIOC.SICTOOLS
SigCheck,Artistic-2.0,Rory Stark,10.18129/B9.BIOC.SIGCHECK
SigFuge,GPL-3,Patrick Kimes,10.18129/B9.BIOC.SIGFUGE
siggenes,LGPL (>= 2.1),Holger Schwender,10.18129/B9.BIOC.SIGGENES
sights,GPL-3,Elika Garg,10.18129/B9.BIOC.SIGHTS
sigPathway,GPL-2,Weil Lai,10.18129/B9.BIOC.SIGPATHWAY
SigsPack,GPL-3,Franziska Schumann,10.18129/B9.BIOC.SIGSPACK
sigsquared,GPL-3,UnJin Lee,10.18129/B9.BIOC.SIGSQUARED
SIM,GPL (>= 2),Renee X. de Menezes,10.18129/B9.BIOC.SIM
SIMAT,GPL-2,M. R. Nezami Ranjbar,10.18129/B9.BIOC.SIMAT
SimBindProfiles,GPL-3,Bettina Fischer,10.18129/B9.BIOC.SIMBINDPROFILES
SIMD,GPL-3,Jiadi Zhu,10.18129/B9.BIOC.SIMD
SimFFPE,LGPL (>= 2.1),Lanying Wei,10.18129/B9.BIOC.SIMFFPE
similaRpeak,Artistic-2.0,Astrid Deschênes,10.18129/B9.BIOC.SIMILARPEAK
simplifyEnrichment,MIT,Zuguang Gu,10.18129/B9.BIOC.SIMPLIFYENRICHMENT
sincell,GPL (>= 2),Miguel Julia,10.18129/B9.BIOC.SINCELL
single,MIT,Rocio Espada,10.18129/B9.BIOC.SINGLE
SingleCellExperiment,GPL-3,Davide Risso,10.18129/B9.BIOC.SINGLECELLEXPERIMENT
SingleCellSignalR,GPL-3,Jacques Colinge,10.18129/B9.BIOC.SINGLECELLSIGNALR
singleCellTK,MIT,Yichen Wang,10.18129/B9.BIOC.SINGLECELLTK
SingleMoleculeFootprinting,GPL-3,Guido Barzaghi,10.18129/B9.BIOC.SINGLEMOLECULEFOOTPRINTING
SISPA,GPL-2,Bhakti Dwivedi,10.18129/B9.BIOC.SISPA
sitadela,Artistic-2.0,Panagiotis Moulos,10.18129/B9.BIOC.SITADELA
sitePath,MIT,Chengyang Ji,10.18129/B9.BIOC.SITEPATH
sizepower,LGPL (>= 2.1),Weiliang Qiu,10.18129/B9.BIOC.SIZEPOWER
skewr,GPL-2,Ryan Putney,10.18129/B9.BIOC.SKEWR
slalom,GPL-2,Davis McCarthy,10.18129/B9.BIOC.SLALOM
slingshot,Artistic-2.0,Kelly Street,10.18129/B9.BIOC.SLINGSHOT
SLqPCR,GPL (>= 2),Matthias Kohl,10.18129/B9.BIOC.SLQPCR
SMAD,MIT,Qingzhou Zhang,10.18129/B9.BIOC.SMAD
SMAP,GPL-2,Robin Andersson,10.18129/B9.BIOC.SMAP
SMITE,GPL (>= 2),Neil Ari Wijetunga,10.18129/B9.BIOC.SMITE
SNAGEE,Artistic-2.0,David Venet,10.18129/B9.BIOC.SNAGEE
snapCGH,GPL,John Marioni,10.18129/B9.BIOC.SNAPCGH
snapcount,MIT,Rone Charles,10.18129/B9.BIOC.SNAPCOUNT
snm,LGPL (>= 2.1),John D. Storey,10.18129/B9.BIOC.SNM
SNPediaR,GPL-2,David Montaner,10.18129/B9.BIOC.SNPEDIAR
SNPhood,LGPL (>= 2.1),Christian Arnold,10.18129/B9.BIOC.SNPHOOD
snpStats,GPL-3,David Clayton,10.18129/B9.BIOC.SNPSTATS
soGGi,GPL (>= 3),Tom Carroll,10.18129/B9.BIOC.SOGGI
sojourner,Artistic-2.0,Sojourner Developer,10.18129/B9.BIOC.SOJOURNER
SOMNiBUS,MIT,Kathleen Klein,10.18129/B9.BIOC.SOMNIBUS
SpacePAC,GPL-2,Gregory Ryslik,10.18129/B9.BIOC.SPACEPAC
Spaniel,MIT,Rachel Queen,10.18129/B9.BIOC.SPANIEL
sparrow,MIT,Steve Lianoglou,10.18129/B9.BIOC.SPARROW
sparseDOSSA,MIT,Boyu Ren,10.18129/B9.BIOC.SPARSEDOSSA
sparseMatrixStats,MIT,Constantin Ahlmann-Eltze,10.18129/B9.BIOC.SPARSEMATRIXSTATS
sparsenetgls,GPL-3,Irene Zeng,10.18129/B9.BIOC.SPARSENETGLS
SpatialCPie,MIT,Joseph Bergenstraahle,10.18129/B9.BIOC.SPATIALCPIE
spatialDE,MIT,Davide Corso,10.18129/B9.BIOC.SPATIALDE
SpatialDecon,MIT,Maddy Griswold,10.18129/B9.BIOC.SPATIALDECON
SpatialExperiment,GPL-3,Dario Righelli,10.18129/B9.BIOC.SPATIALEXPERIMENT
spatialHeatmap,Artistic-2.0,Jianhai Zhang,10.18129/B9.BIOC.SPATIALHEATMAP
spatzie,GPL-3,Jennifer Hammelman,10.18129/B9.BIOC.SPATZIE
specL,GPL-3,Christian Panse,10.18129/B9.BIOC.SPECL
SpeCond,LGPL (>= 2.1),Florence Cavalli,10.18129/B9.BIOC.SPECOND
Spectra,Artistic-2.0,RforMassSpectrometry Package Maintainer,10.18129/B9.BIOC.SPECTRA
SPEM,GPL-2,Xinyi YANG,10.18129/B9.BIOC.SPEM
spicyR,GPL (>= 2),Ellis Patrick,10.18129/B9.BIOC.SPICYR
SpidermiR,GPL (>= 3),Claudia Cava,10.18129/B9.BIOC.SPIDERMIR
spikeLI,GPL-2,Enrico Carlon,10.18129/B9.BIOC.SPIKELI
spiky,GPL-2,Tim Triche,10.18129/B9.BIOC.SPIKY
spkTools,GPL (>= 2),Matthew N McCall,10.18129/B9.BIOC.SPKTOOLS
SplicingFactory,GPL-3,Endre Sebestyen,10.18129/B9.BIOC.SPLICINGFACTORY
SplicingGraphs,Artistic-2.0,H. Pagès,10.18129/B9.BIOC.SPLICINGGRAPHS
splineTimeR,GPL-3,Herbert Braselmann,10.18129/B9.BIOC.SPLINETIMER
SPLINTER,GPL-2,Diana Low,10.18129/B9.BIOC.SPLINTER
splots,LGPL (>= 2.1),Wolfgang Huber,10.18129/B9.BIOC.SPLOTS
SPONGE,GPL (>= 3),Markus List,10.18129/B9.BIOC.SPONGE
SPOTlight,GPL-3,Marc Elosua-Bayes,10.18129/B9.BIOC.SPOTLIGHT
spqn,Artistic-2.0,Yi Wang,10.18129/B9.BIOC.SPQN
SPsimSeq,GPL-2,Joris Meys,10.18129/B9.BIOC.SPSIMSEQ
SQLDataFrame,GPL-3,Qian Liu,10.18129/B9.BIOC.SQLDATAFRAME
SQUADD,GPL (>= 2),Martial Sankar,10.18129/B9.BIOC.SQUADD
sRACIPE,MIT,Vivek Kohar,10.18129/B9.BIOC.SRACIPE
SRAdb,Artistic-2.0,Jack Zhu,10.18129/B9.BIOC.SRADB
srnadiff,GPL-3,Zytnicki Matthias,10.18129/B9.BIOC.SRNADIFF
sscore,GPL (>= 2),Richard Kennedy,10.18129/B9.BIOC.SSCORE
sscu,GPL (>= 2),Yu Sun,10.18129/B9.BIOC.SSCU
sSeq,GPL (>= 3),Danni Yu,10.18129/B9.BIOC.SSEQ
ssize,LGPL (>= 2.1),Gregory R. Warnes,10.18129/B9.BIOC.SSIZE
sSNAPPY,GPL-3,Wenjun Liu,10.18129/B9.BIOC.SSNAPPY
ssPATHS,MIT,Natalie R. Davidson,10.18129/B9.BIOC.SSPATHS
ssrch,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.SSRCH
ssviz,GPL-2,Diana Low,10.18129/B9.BIOC.SSVIZ
stageR,GNU General Public License version 3,Koen Van den Berge,10.18129/B9.BIOC.STAGER
STAN,GPL (>= 2),Rafael Campos-Martin,10.18129/B9.BIOC.STAN
standR,MIT,Ning Liu,10.18129/B9.BIOC.STANDR
staRank,GPL,Juliane Siebourg,10.18129/B9.BIOC.STARANK
StarBioTrek,GPL (>= 3),Claudia Cava,10.18129/B9.BIOC.STARBIOTREK
STATegRa,GPL-2,David Gomez-Cabrero,10.18129/B9.BIOC.STATEGRA
statTarget,LGPL (>= 2.1),Hemi Luan,10.18129/B9.BIOC.STATTARGET
STdeconvolve,GPL-3,Brendan Miller,10.18129/B9.BIOC.STDECONVOLVE
stepNorm,LGPL (>= 2.1),Yuanyuan Xiao,10.18129/B9.BIOC.STEPNORM
strandCheckR,GPL (>= 2),Thu-Hien To,10.18129/B9.BIOC.STRANDCHECKR
Streamer,Artistic-2.0,Martin Morgan,10.18129/B9.BIOC.STREAMER
STRINGdb,GPL-2,Damian Szklarczyk,10.18129/B9.BIOC.STRINGDB
STROMA4,GPL-3,Sadiq Saleh,10.18129/B9.BIOC.STROMA4
struct,GPL-3,Gavin Rhys Lloyd,10.18129/B9.BIOC.STRUCT
Structstrings,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.STRUCTSTRINGS
structToolbox,GPL-3,Gavin Rhys Lloyd,10.18129/B9.BIOC.STRUCTTOOLBOX
StructuralVariantAnnotation,GPL-3,Daniel Cameron,10.18129/B9.BIOC.STRUCTURALVARIANTANNOTATION
SubCellBarCode,GPL-2,Taner Arslan,10.18129/B9.BIOC.SUBCELLBARCODE
subSeq,MIT,Andrew J. Bass,10.18129/B9.BIOC.SUBSEQ
SummarizedExperiment,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.SUMMARIZEDEXPERIMENT
Summix,MIT,Audrey Hendricks,10.18129/B9.BIOC.SUMMIX
supersigs,GPL-3,Albert Kuo,10.18129/B9.BIOC.SUPERSIGS
supraHex,GPL-2,Hai Fang,10.18129/B9.BIOC.SUPRAHEX
surfaltr,MIT,Pooja Gangras,10.18129/B9.BIOC.SURFALTR
survcomp,Artistic-2.0,Benjamin Haibe-Kains,10.18129/B9.BIOC.SURVCOMP
survtype,Artistic-2.0,Dongmin Jung,10.18129/B9.BIOC.SURVTYPE
Sushi,GPL (>= 2),Douglas H Phanstiel,10.18129/B9.BIOC.SUSHI
sva,Artistic-2.0,Jeffrey T. Leek,10.18129/B9.BIOC.SVA
svaNUMT,GPL-3,Ruining Dong,10.18129/B9.BIOC.SVANUMT
svaRetro,GPL-3,Ruining Dong,10.18129/B9.BIOC.SVARETRO
SwathXtend,GPL-2,Jemma Wu,10.18129/B9.BIOC.SWATHXTEND
swfdr,GPL (>= 3),Simina M. Boca,10.18129/B9.BIOC.SWFDR
switchde,GPL (>= 2),Kieran Campbell,10.18129/B9.BIOC.SWITCHDE
synapsis,MIT,Lucy McNeill,10.18129/B9.BIOC.SYNAPSIS
synergyfinder,Mozilla Public License 2.0,Shuyu Zheng,10.18129/B9.BIOC.SYNERGYFINDER
SynExtend,GPL-3,Nicholas Cooley,10.18129/B9.BIOC.SYNEXTEND
synlet,GPL-3,Chunxuan Shao,10.18129/B9.BIOC.SYNLET
SynMut,GPL-2,Haogao Gu,10.18129/B9.BIOC.SYNMUT
systemPipeShiny,GPL (>= 3),Le Zhang,10.18129/B9.BIOC.SYSTEMPIPESHINY
