Package,Version,Depends,License,DOI
hypeR,1.12.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.HYPER
hyperdraw,1.48.0,R (>= 2.9.0),GPL (>= 2),10.18129/B9.BIOC.HYPERDRAW
hypergraph,1.68.0,"R (>= 2.1.0), methods, utils, graph",Artistic-2.0,10.18129/B9.BIOC.HYPERGRAPH
iASeq,1.40.0,R (>= 2.14.1),GPL-2,10.18129/B9.BIOC.IASEQ
iasva,1.14.0,"R (>= 3.5),",GPL-2,10.18129/B9.BIOC.IASVA
iBBiG,1.40.0,biclust,Artistic-2.0,10.18129/B9.BIOC.IBBIG
ibh,1.44.0,simpIntLists,GPL (>= 2),10.18129/B9.BIOC.IBH
iBMQ,1.36.0,"R(>= 2.15.0),Biobase (>= 2.16.0), ggplot2 (>= 0.9.2)",Artistic-2.0,10.18129/B9.BIOC.IBMQ
iCARE,1.24.0,"R (>= 3.3.0), plotrix, gtools, Hmisc",GPL-3,10.18129/B9.BIOC.ICARE
Icens,1.68.0,survival,Artistic-2.0,10.18129/B9.BIOC.ICENS
icetea,1.14.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.ICETEA
iCheck,1.26.0,"R (>= 3.2.0), Biobase, lumi, gplots",GPL (>= 2),10.18129/B9.BIOC.ICHECK
iChip,1.50.0,R (>= 2.10.0),GPL (>= 2),10.18129/B9.BIOC.ICHIP
iClusterPlus,1.32.0,"R (>= 3.3.0), parallel",GPL (>= 2),10.18129/B9.BIOC.ICLUSTERPLUS
iCNV,1.16.0,"R (>= 3.3.1), CODEX",GPL-2,10.18129/B9.BIOC.ICNV
iCOBRA,1.24.1,R (>= 4.0),GPL (>= 2),10.18129/B9.BIOC.ICOBRA
ideal,1.20.0,topGO,MIT,10.18129/B9.BIOC.IDEAL
IdeoViz,1.32.0,"R (>= 3.5.0), Biobase, IRanges, GenomicRanges, RColorBrewer,
rtracklayer, graphics, GenomeInfoDb",GPL-2,10.18129/B9.BIOC.IDEOVIZ
idiogram,1.72.0,"R (>= 2.10), methods, Biobase, annotate, plotrix",GPL-2,10.18129/B9.BIOC.IDIOGRAM
idpr,1.6.0,R (>= 4.1.0),LGPL-3,10.18129/B9.BIOC.IDPR
idr2d,1.10.0,R (>= 3.6),MIT,10.18129/B9.BIOC.IDR2D
iGC,1.26.0,R (>= 3.2.0),GPL-2,10.18129/B9.BIOC.IGC
igvR,1.16.0,"R (>= 3.5.0), GenomicRanges, GenomicAlignments, BrowserViz (>=
2.17.1)",MIT,10.18129/B9.BIOC.IGVR
IHW,1.24.0,R (>= 3.3.0),Artistic-2.0,10.18129/B9.BIOC.IHW
illuminaio,0.38.0,NA,GPL-2,10.18129/B9.BIOC.ILLUMINAIO
ILoReg,1.6.0,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.ILOREG
imageHTS,1.45.1,"R (>= 2.9.0), EBImage (>= 4.3.12), cellHTS2 (>= 2.10.0)",LGPL-2.1,10.18129/B9.BIOC.IMAGEHTS
IMAS,1.20.0,"R (> 3.0.0),GenomicFeatures, ggplot2, IVAS",GPL-2,10.18129/B9.BIOC.IMAS
imcRtools,1.2.3,"R (>= 4.1), SpatialExperiment",GPL-3,10.18129/B9.BIOC.IMCRTOOLS
IMMAN,1.16.0,NA,Artistic-2.0,10.18129/B9.BIOC.IMMAN
ImmuneSpaceR,1.24.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.IMMUNESPACER
immunoClust,1.28.0,"R(>= 3.6), flowCore",Artistic-2.0,10.18129/B9.BIOC.IMMUNOCLUST
immunotation,1.4.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.IMMUNOTATION
impute,1.70.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.IMPUTE
INDEED,2.10.0,"glasso (>= 1.8), R (>= 3.5)",Artistic-2.0,10.18129/B9.BIOC.INDEED
infercnv,1.12.0,R(>= 4.0),BSD_3_clause,10.18129/B9.BIOC.INFERCNV
infinityFlow,1.6.0,"R (>= 4.0.0), flowCore",GPL-3,10.18129/B9.BIOC.INFINITYFLOW
Informeasure,1.6.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.INFORMEASURE
InPAS,2.4.0,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.INPAS
INPower,1.32.0,"R (>= 3.1.0), mvtnorm",GPL-2,10.18129/B9.BIOC.INPOWER
INSPEcT,1.26.0,"R (>= 3.6), methods, Biobase, BiocParallel",GPL-2,10.18129/B9.BIOC.INSPECT
InTAD,1.16.0,"R (>= 3.5), methods, S4Vectors, IRanges, GenomicRanges,
MultiAssayExperiment, SummarizedExperiment,stats",GPL (>= 2),10.18129/B9.BIOC.INTAD
intansv,1.36.0,"R (>= 2.14.0), plyr, ggbio, GenomicRanges",MIT,10.18129/B9.BIOC.INTANSV
interacCircos,1.6.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.INTERACCIRCOS
InteractionSet,1.24.0,"GenomicRanges, SummarizedExperiment",GPL-3,10.18129/B9.BIOC.INTERACTIONSET
InteractiveComplexHeatmap,1.4.0,"R (>= 4.0.0), ComplexHeatmap (>= 2.11.0)",MIT,10.18129/B9.BIOC.INTERACTIVECOMPLEXHEATMAP
interactiveDisplay,1.34.0,"R (>= 3.5.0), methods, BiocGenerics, grid",Artistic-2.0,10.18129/B9.BIOC.INTERACTIVEDISPLAY
interactiveDisplayBase,1.34.0,"R (>= 2.10), methods, BiocGenerics",Artistic-2.0,10.18129/B9.BIOC.INTERACTIVEDISPLAYBASE
InterCellar,2.2.0,R (>= 4.1),MIT,10.18129/B9.BIOC.INTERCELLAR
IntEREst,1.20.0,"R (>= 3.5.0), GenomicRanges, Rsamtools, SummarizedExperiment,
edgeR, S4Vectors",GPL-2,10.18129/B9.BIOC.INTEREST
InterMineR,1.18.0,R (>= 3.4.1),LGPL,10.18129/B9.BIOC.INTERMINER
IntramiRExploreR,1.18.0,R (>= 3.4),GPL-2,10.18129/B9.BIOC.INTRAMIREXPLORER
inveRsion,1.43.0,"methods, haplo.stats",GPL (>= 2),10.18129/B9.BIOC.INVERSION
IONiseR,2.20.0,R (>= 3.4),MIT,10.18129/B9.BIOC.IONISER
iPAC,1.40.0,"R(>= 2.15),gdata, scatterplot3d, Biostrings, multtest",GPL-2,10.18129/B9.BIOC.IPAC
iPath,1.2.0,"R (>= 4.1), mclust, BiocParallel, survival",GPL-2,10.18129/B9.BIOC.IPATH
ipdDb,1.14.0,"R (>= 3.5.0), methods, AnnotationDbi (>= 1.43.1),
AnnotationHub",Artistic-2.0,10.18129/B9.BIOC.IPDDB
IPO,1.21.0,"xcms (>= 1.50.0), rsm, CAMERA, grDevices, graphics, stats,
utils",GPL (>= 2),10.18129/B9.BIOC.IPO
IRanges,2.30.0,"R (>= 4.0.0), methods, utils, stats, BiocGenerics (>= 0.39.2),
S4Vectors (>= 0.33.3)",Artistic-2.0,10.18129/B9.BIOC.IRANGES
IRISFGM,1.4.0,R (>= 4.1),GPL-2,10.18129/B9.BIOC.IRISFGM
ISAnalytics,1.6.2,"R (>= 4.2), magrittr",CC BY 4.0,10.18129/B9.BIOC.ISANALYTICS
iSEE,2.8.0,"SummarizedExperiment, SingleCellExperiment",MIT,10.18129/B9.BIOC.ISEE
iSEEu,1.8.0,iSEE,MIT,10.18129/B9.BIOC.ISEEU
iSeq,1.48.0,R (>= 2.10.0),GPL (>= 2),10.18129/B9.BIOC.ISEQ
isobar,1.42.0,"R (>= 2.10.0), Biobase, stats, methods",LGPL-2,10.18129/B9.BIOC.ISOBAR
IsoCorrectoR,1.14.0,R (>= 3.5),GPL-3,10.18129/B9.BIOC.ISOCORRECTOR
IsoCorrectoRGUI,1.12.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.ISOCORRECTORGUI
IsoformSwitchAnalyzeR,1.18.0,"R (>= 3.6), limma, DEXSeq, ggplot2",GPL (>= 2),10.18129/B9.BIOC.ISOFORMSWITCHANALYZER
IsoGeneGUI,2.31.0,"tcltk, xlsx",GPL-2,10.18129/B9.BIOC.ISOGENEGUI
ISoLDE,1.24.0,"R (>= 3.3.0),graphics,grDevices,stats,utils",GPL (>= 2.0),10.18129/B9.BIOC.ISOLDE
isomiRs,1.24.0,"R (>= 3.5), DiscriMiner, SummarizedExperiment",MIT,10.18129/B9.BIOC.ISOMIRS
ITALICS,2.56.0,"R (>= 2.0.0), GLAD, ITALICSData, oligo, affxparser,
pd.mapping50k.xba240",GPL-2,10.18129/B9.BIOC.ITALICS
iterativeBMA,1.54.0,"BMA, leaps, Biobase (>= 2.5.5)",GPL (>= 2),10.18129/B9.BIOC.ITERATIVEBMA
iterativeBMAsurv,1.54.0,"BMA, leaps, survival, splines",GPL (>= 2),10.18129/B9.BIOC.ITERATIVEBMASURV
iteremoval,1.15.1,"R (>= 3.5.0), ggplot2 (>= 2.2.1)",GPL-2,10.18129/B9.BIOC.ITEREMOVAL
IVAS,2.16.0,"R (> 3.0.0),GenomicFeatures, ggplot2, Biobase",GPL-2,10.18129/B9.BIOC.IVAS
ivygapSE,1.18.0,"R (>= 3.5.0), SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.IVYGAPSE
IWTomics,1.20.0,"R (>= 3.5.0), GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.IWTOMICS
karyoploteR,1.22.0,"R (>= 3.4), regioneR, GenomicRanges, methods",Artistic-2.0,10.18129/B9.BIOC.KARYOPLOTER
KBoost,1.4.0,"R (>= 4.1), stats, utils",GPL-2,10.18129/B9.BIOC.KBOOST
KCsmart,2.54.0,"siggenes, multtest, KernSmooth",GPL-3,10.18129/B9.BIOC.KCSMART
kebabs,1.30.0,"R (>= 3.3.0), Biostrings (>= 2.35.5), kernlab",GPL (>= 2.1),10.18129/B9.BIOC.KEBABS
KEGGgraph,1.56.0,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.KEGGGRAPH
KEGGlincs,1.22.0,"R (>= 3.3), KOdata, hgu133a.db, org.Hs.eg.db (>= 3.3.0)",GPL-3,10.18129/B9.BIOC.KEGGLINCS
keggorthology,2.48.0,"R (>= 2.5.0),stats,graph,hgu95av2.db",Artistic-2.0,10.18129/B9.BIOC.KEGGORTHOLOGY
KEGGREST,1.36.3,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.KEGGREST
KinSwingR,1.14.0,R (>= 3.5),GPL-3,10.18129/B9.BIOC.KINSWINGR
kissDE,1.16.0,NA,GPL (>= 2),10.18129/B9.BIOC.KISSDE
KnowSeq,1.10.2,"R (>= 4.0), cqn (>= 1.28.1)",GPL (>= 2),10.18129/B9.BIOC.KNOWSEQ
lapmix,1.62.0,"R (>= 2.6.0),stats",GPL (>= 2),10.18129/B9.BIOC.LAPMIX
LBE,1.64.0,stats,GPL-2,10.18129/B9.BIOC.LBE
ldblock,1.26.0,"R (>= 3.5), methods",Artistic-2.0,10.18129/B9.BIOC.LDBLOCK
LEA,3.8.0,"R (>= 3.3.0), methods, stats, utils, graphics",GPL-3,10.18129/B9.BIOC.LEA
LedPred,1.30.0,"R (>= 3.2.0), e1071 (>= 1.6)",MIT,10.18129/B9.BIOC.LEDPRED
lefser,1.6.0,"SummarizedExperiment, R (>= 4.0.0)",Artistic-2.0,10.18129/B9.BIOC.LEFSER
les,1.46.0,"R (>= 2.13.2), methods, graphics, fdrtool",GPL-3,10.18129/B9.BIOC.LES
levi,1.14.0,NA,GPL (>= 2),10.18129/B9.BIOC.LEVI
lfa,1.26.0,R (>= 3.2),GPL-3,10.18129/B9.BIOC.LFA
limma,3.52.2,R (>= 3.6.0),GPL (>= 2),10.18129/B9.BIOC.LIMMA
limmaGUI,1.72.0,NA,GPL (>= 2),10.18129/B9.BIOC.LIMMAGUI
LineagePulse,1.16.0,NA,Artistic-2.0,10.18129/B9.BIOC.LINEAGEPULSE
lineagespot,1.0.0,NA,MIT,10.18129/B9.BIOC.LINEAGESPOT
LinkHD,1.10.0,"R(>= 3.6.0), methods, ggplot2, stats",GPL-3,10.18129/B9.BIOC.LINKHD
Linnorm,2.20.0,R(>= 4.1.0),MIT,10.18129/B9.BIOC.LINNORM
LinTInd,1.0.0,"R (>= 4.0), ggplot2, parallel, stats, S4Vectors",MIT,10.18129/B9.BIOC.LINTIND
lionessR,1.10.0,R (>= 3.6.0),MIT,10.18129/B9.BIOC.LIONESSR
lipidr,2.10.0,"R (>= 3.6.0), SummarizedExperiment",MIT,10.18129/B9.BIOC.LIPIDR
LiquidAssociation,1.50.0,"geepack, methods, yeastCC, org.Sc.sgd.db",GPL (>= 3),10.18129/B9.BIOC.LIQUIDASSOCIATION
lisaClust,1.4.0,R (>= 4.1),GPL (>= 2),10.18129/B9.BIOC.LISACLUST
lmdme,1.38.0,"R (>= 2.14.1), pls, stemHypoxia",GPL (>= 2),10.18129/B9.BIOC.LMDME
LOBSTAHS,1.22.0,"R (>= 3.4), xcms, CAMERA, methods",GPL (>= 3),10.18129/B9.BIOC.LOBSTAHS
loci2path,1.16.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.LOCI2PATH
logicFS,2.16.0,"LogicReg, mcbiopi, survival",LGPL (>= 2),10.18129/B9.BIOC.LOGICFS
logitT,1.54.0,affy,GPL (>= 2),10.18129/B9.BIOC.LOGITT
LOLA,1.26.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.LOLA
LoomExperiment,1.14.0,"R (>= 3.5.0), S4Vectors, SingleCellExperiment,
SummarizedExperiment, methods, rhdf5, BiocIO",Artistic-2.0,10.18129/B9.BIOC.LOOMEXPERIMENT
LowMACA,1.25.0,R (>= 2.10),GPL-3,10.18129/B9.BIOC.LOWMACA
LPE,1.70.0,R (>= 2.10),LGPL,10.18129/B9.BIOC.LPE
LPEadj,1.56.0,LPE,LGPL,10.18129/B9.BIOC.LPEADJ
lpNet,2.28.0,lpSolve,Artistic License 2.0,10.18129/B9.BIOC.LPNET
lpsymphony,1.24.0,R (>= 3.0.0),EPL,10.18129/B9.BIOC.LPSYMPHONY
LRBaseDbi,2.6.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.LRBASEDBI
LRcell,1.4.0,"R (>= 4.1), ExperimentHub, AnnotationHub",MIT,10.18129/B9.BIOC.LRCELL
lumi,2.48.0,"R (>= 2.10), Biobase (>= 2.5.5)",LGPL (>= 2),10.18129/B9.BIOC.LUMI
LymphoSeq,1.24.0,"R (>= 3.3), LymphoSeqDB",Artistic-2.0,10.18129/B9.BIOC.LYMPHOSEQ
M3C,1.18.0,R (>= 3.5.0),AGPL-3,10.18129/B9.BIOC.M3C
M3Drop,1.22.0,"R (>= 3.4), numDeriv",GPL (>= 2),10.18129/B9.BIOC.M3DROP
m6Aboost,1.2.0,"S4Vectors, adabag, GenomicRanges, R (>= 4.1)",Artistic-2.0,10.18129/B9.BIOC.M6ABOOST
maanova,1.66.0,R (>= 2.10),GPL (>= 2),10.18129/B9.BIOC.MAANOVA
Maaslin2,1.10.0,R (>= 3.6),MIT,10.18129/B9.BIOC.MAASLIN2
Macarron,1.0.0,"R (>= 4.2.0), SummarizedExperiment",MIT,10.18129/B9.BIOC.MACARRON
macat,1.70.0,"Biobase, annotate",Artistic-2.0,10.18129/B9.BIOC.MACAT
maCorrPlot,1.66.0,lattice,GPL (>= 2),10.18129/B9.BIOC.MACORRPLOT
MACPET,1.15.1,"R (>= 3.6.1), InteractionSet (>= 1.13.0), bigmemory (>=
4.5.33), BH (>= 1.66.0.1), Rcpp (>= 1.0.1)",GPL-3,10.18129/B9.BIOC.MACPET
MACSQuantifyR,1.10.0,NA,Artistic-2.0,10.18129/B9.BIOC.MACSQUANTIFYR
MACSr,1.4.0,R (>= 4.1.0),BSD_3_clause,10.18129/B9.BIOC.MACSR
made4,1.70.0,"RColorBrewer,gplots,scatterplot3d, Biobase,
SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.MADE4
MADSEQ,1.22.0,"R (>= 3.5.0), rjags (>= 4.6)",GPL (>= 2),10.18129/B9.BIOC.MADSEQ
maftools,2.12.0,R (>= 3.3),MIT,10.18129/B9.BIOC.MAFTOOLS
MAGAR,1.4.0,"R (>= 4.1), HDF5Array, RnBeads, snpStats, crlmm",GPL-3,10.18129/B9.BIOC.MAGAR
MAGeCKFlute,2.0.0,R (>= 4.1),GPL (>= 3),10.18129/B9.BIOC.MAGECKFLUTE
MAI,1.2.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.MAI
maigesPack,1.60.0,"R (>= 2.10), convert, graph, limma, marray, methods",GPL (>= 2),10.18129/B9.BIOC.MAIGESPACK
MAIT,1.30.0,"R (>= 2.10), CAMERA, Rcpp, pls",GPL-2,10.18129/B9.BIOC.MAIT
makecdfenv,1.72.0,"R (>= 2.6.0), affyio",GPL (>= 2),10.18129/B9.BIOC.MAKECDFENV
MANOR,1.68.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.MANOR
MantelCorr,1.66.0,R (>= 2.10),GPL (>= 2),10.18129/B9.BIOC.MANTELCORR
mAPKL,1.26.0,"R (>= 3.6.0), Biobase",GPL (>= 2),10.18129/B9.BIOC.MAPKL
maPredictDSC,1.34.0,"R (>= 2.15.0),
MASS,affy,limma,gcrma,ROC,class,e1071,caret,hgu133plus2.db,ROCR,AnnotationDbi,LungCancerACvsSCCGEO",GPL-2,10.18129/B9.BIOC.MAPREDICTDSC
mapscape,1.20.0,R (>= 3.3),GPL-3,10.18129/B9.BIOC.MAPSCAPE
marr,1.6.0,R (>= 4.0),GPL (>= 3),10.18129/B9.BIOC.MARR
marray,1.74.0,"R (>= 2.10.0), limma, methods",LGPL,10.18129/B9.BIOC.MARRAY
martini,1.16.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.MARTINI
maser,1.14.0,"R (>= 3.5.0), ggplot2, GenomicRanges",MIT,10.18129/B9.BIOC.MASER
maSigPro,1.68.0,R (>= 2.3.1),GPL (>= 2),10.18129/B9.BIOC.MASIGPRO
maskBAD,1.40.0,"R (>= 2.10), gcrma (>= 2.27.1), affy",GPL (>= 2),10.18129/B9.BIOC.MASKBAD
MassArray,1.48.0,"R (>= 2.10.0), methods",GPL (>= 2),10.18129/B9.BIOC.MASSARRAY
massiR,1.32.0,"cluster, gplots, diptest, Biobase, R (>= 3.0.2)",GPL-3,10.18129/B9.BIOC.MASSIR
MassSpecWavelet,1.62.0,NA,LGPL (>= 2),10.18129/B9.BIOC.MASSSPECWAVELET
MAST,1.22.0,"SingleCellExperiment (>= 1.2.0), R(>= 3.5)",GPL (>= 2),10.18129/B9.BIOC.MAST
matchBox,1.38.0,R (>= 2.8.0),Artistic-2.0,10.18129/B9.BIOC.MATCHBOX
MatrixGenerics,1.8.1,matrixStats (>= 0.60.1),Artistic-2.0,10.18129/B9.BIOC.MATRIXGENERICS
MatrixQCvis,1.4.0,"SummarizedExperiment (>= 1.20.0), plotly (>= 4.9.3), shiny (>=
1.6.0)",GPL (>= 3),10.18129/B9.BIOC.MATRIXQCVIS
MatrixRider,1.28.0,R (>= 3.1.2),GPL-3,10.18129/B9.BIOC.MATRIXRIDER
matter,1.22.0,"R (>= 3.5), BiocParallel, Matrix, methods, stats, biglm",Artistic-2.0,10.18129/B9.BIOC.MATTER
MBAmethyl,1.30.0,R (>= 2.15),Artistic-2.0,10.18129/B9.BIOC.MBAMETHYL
MBASED,1.30.0,"RUnit, BiocGenerics, BiocParallel, GenomicRanges,
SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.MBASED
MBCB,1.50.0,"R (>= 2.9.0), tcltk, tcltk2",GPL (>= 2),10.18129/B9.BIOC.MBCB
MBECS,1.0.0,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.MBECS
mbkmeans,1.12.0,R (>= 3.6),MIT,10.18129/B9.BIOC.MBKMEANS
mbOmic,1.0.0,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.MBOMIC
mBPCR,1.50.0,"oligoClasses, GWASTools",GPL (>= 2),10.18129/B9.BIOC.MBPCR
MBQN,2.8.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.MBQN
MBttest,1.24.0,"R (>= 3.3.0), stats, gplots, gtools,graphics,base,
utils,grDevices",GPL-3,10.18129/B9.BIOC.MBTTEST
MCbiclust,1.20.0,R (>= 3.4),GPL-2,10.18129/B9.BIOC.MCBICLUST
mCSEA,1.16.0,"R (>= 3.5), mCSEAdata, Homo.sapiens",GPL-2,10.18129/B9.BIOC.MCSEA
mdp,1.16.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.MDP
mdqc,1.58.0,"R (>= 2.2.1), cluster, MASS",LGPL (>= 2),10.18129/B9.BIOC.MDQC
MDTS,1.16.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.MDTS
MEAL,1.26.0,"R (>= 3.6.0), Biobase, MultiDataSet",Artistic-2.0,10.18129/B9.BIOC.MEAL
MeasurementError.cor,1.68.0,NA,LGPL,10.18129/B9.BIOC.MEASUREMENTERROR.COR
MEAT,1.8.0,R (>= 4.0),MIT,10.18129/B9.BIOC.MEAT
MEB,1.10.0,R (>= 3.6.0),GPL-2,10.18129/B9.BIOC.MEB
MEDIPS,1.48.0,"R (>= 3.0), BSgenome, Rsamtools",GPL (>= 2),10.18129/B9.BIOC.MEDIPS
MEDME,1.56.0,"R (>= 2.15), grDevices, graphics, methods, stats, utils",GPL (>= 2),10.18129/B9.BIOC.MEDME
megadepth,1.6.0,NA,Artistic-2.0,10.18129/B9.BIOC.MEGADEPTH
MEIGOR,1.30.0,"Rsolnp, snowfall, CNORode, deSolve",GPL-3,10.18129/B9.BIOC.MEIGOR
Melissa,1.12.0,"R (>= 3.5.0), BPRMeth, GenomicRanges",GPL-3,10.18129/B9.BIOC.MELISSA
memes,1.4.1,R (>= 4.1),MIT,10.18129/B9.BIOC.MEMES
Mergeomics,1.24.0,R (>= 3.0.1),GPL (>= 2),10.18129/B9.BIOC.MERGEOMICS
MeSHDbi,1.32.0,R (>= 3.0.1),Artistic-2.0,10.18129/B9.BIOC.MESHDBI
meshes,1.22.0,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.MESHES
meshr,2.2.0,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.MESHR
MesKit,1.6.0,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.MESKIT
messina,1.32.0,"R (>= 3.1.0), survival (>= 2.37-4), methods",EPL (>= 1.0),10.18129/B9.BIOC.MESSINA
Metab,1.30.0,"xcms, R (>= 3.0.1), svDialogs",GPL (>= 2),10.18129/B9.BIOC.METAB
metabCombiner,1.6.0,"R (>= 4.0), dplyr (>= 1.0)",GPL-3,10.18129/B9.BIOC.METABCOMBINER
MetaboAnnotation,1.0.0,R (>= 4.0.0),Artistic-2.0,10.18129/B9.BIOC.METABOANNOTATION
MetaboCoreUtils,1.4.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.METABOCOREUTILS
metabolomicsWorkbenchR,1.6.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.METABOLOMICSWORKBENCHR
metabomxtr,1.30.0,"methods,Biobase",GPL-2,10.18129/B9.BIOC.METABOMXTR
MetaboSignal,1.26.1,R(>= 3.3),GPL-3,10.18129/B9.BIOC.METABOSIGNAL
metaCCA,1.24.0,NA,MIT,10.18129/B9.BIOC.METACCA
MetaCyto,1.18.0,R (>= 3.4),GPL (>= 2),10.18129/B9.BIOC.METACYTO
metagene,2.28.0,"R (>= 3.5.0), R6 (>= 2.0), GenomicRanges, BiocParallel",Artistic-2.0,10.18129/B9.BIOC.METAGENE
metagene2,1.12.0,"R (>= 4.0), R6 (>= 2.0), GenomicRanges, BiocParallel",Artistic-2.0,10.18129/B9.BIOC.METAGENE2
metagenomeSeq,1.38.0,"R(>= 3.0), Biobase, limma, glmnet, methods, RColorBrewer",Artistic-2.0,10.18129/B9.BIOC.METAGENOMESEQ
metahdep,1.54.0,"R (>= 2.10), methods",GPL-3,10.18129/B9.BIOC.METAHDEP
metaMS,1.32.0,"R (>= 4.0), methods, CAMERA, xcms (>= 1.35)",GPL (>= 2),10.18129/B9.BIOC.METAMS
MetaNeighbor,1.16.0,R(>= 3.5),MIT,10.18129/B9.BIOC.METANEIGHBOR
metapod,1.4.0,NA,GPL-3,10.18129/B9.BIOC.METAPOD
metapone,1.2.0,"R (>= 4.1.0), BiocParallel, fields, markdown, fdrtool, fgsea,
ggplot2, ggrepel",Artistic-2.0,10.18129/B9.BIOC.METAPONE
metaSeq,1.36.0,"R (>= 2.13.0), NOISeq, snow, Rcpp",Artistic-2.0,10.18129/B9.BIOC.METASEQ
metaseqR2,1.8.2,"R (>= 4.0.0), DESeq2, limma, locfit, splines",GPL (>= 3),10.18129/B9.BIOC.METASEQR2
metavizr,1.20.0,"R (>= 3.4), metagenomeSeq (>= 1.17.1), methods, data.table,
Biobase, digest",MIT,10.18129/B9.BIOC.METAVIZR
MetaVolcanoR,1.10.0,R (>= 4.1.1),GPL-3,10.18129/B9.BIOC.METAVOLCANOR
MetCirc,1.26.0,"R (>= 3.5), amap (>= 0.8), circlize (>= 0.3.9), scales (>=
0.3.0), shiny (>= 1.0.0), MSnbase (>= 2.15.3),",GPL (>= 3),10.18129/B9.BIOC.METCIRC
methimpute,1.18.0,"R (>= 3.5.0), GenomicRanges, ggplot2",Artistic-2.0,10.18129/B9.BIOC.METHIMPUTE
methInheritSim,1.18.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.METHINHERITSIM
MethPed,1.24.0,"R (>= 3.0.0), Biobase",GPL-2,10.18129/B9.BIOC.METHPED
MethReg,1.6.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.METHREG
methrix,1.10.0,"R (>= 3.6), data.table (>= 1.12.4), SummarizedExperiment",MIT,10.18129/B9.BIOC.METHRIX
MethTargetedNGS,1.28.0,"R (>= 3.1.2), stringr, seqinr, gplots, Biostrings",Artistic-2.0,10.18129/B9.BIOC.METHTARGETEDNGS
MethylAid,1.30.0,R (>= 3.4),GPL (>= 2),10.18129/B9.BIOC.METHYLAID
methylCC,1.10.0,"R (>= 3.6), FlowSorted.Blood.450k",CC BY 4.0,10.18129/B9.BIOC.METHYLCC
methylclock,1.2.1,"R (>= 4.1.0), methylclockData, devtools, quadprog",MIT,10.18129/B9.BIOC.METHYLCLOCK
methylGSA,1.14.0,R (>= 3.5),GPL-2,10.18129/B9.BIOC.METHYLGSA
methylInheritance,1.20.0,R (>= 3.5),Artistic-2.0,10.18129/B9.BIOC.METHYLINHERITANCE
methylKit,1.22.0,"R (>= 3.5.0), GenomicRanges (>= 1.18.1), methods",Artistic-2.0,10.18129/B9.BIOC.METHYLKIT
MethylMix,2.26.0,R (>= 3.2.0),GPL-2,10.18129/B9.BIOC.METHYLMIX
methylMnM,1.34.0,"R (>= 2.12.1), edgeR, statmod",GPL-3,10.18129/B9.BIOC.METHYLMNM
methylPipe,1.30.0,"R (>= 3.5.0), methods, grDevices, graphics, stats, utils,
GenomicRanges, SummarizedExperiment (>= 0.2.0), Rsamtools",GPL (>= 2),10.18129/B9.BIOC.METHYLPIPE
methylscaper,1.4.0,R (>= 4.1.0),GPL-2,10.18129/B9.BIOC.METHYLSCAPER
MethylSeekR,1.36.0,"rtracklayer (>= 1.16.3), parallel (>= 2.15.1), mhsmm (>=
0.4.4)",GPL (>= 2),10.18129/B9.BIOC.METHYLSEEKR
methylSig,1.8.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.METHYLSIG
methylumi,2.42.0,"Biobase, methods, R (>= 2.13), scales, reshape2, ggplot2,
matrixStats, FDb.InfiniumMethylation.hg19 (>= 2.2.0), minfi",GPL-2,10.18129/B9.BIOC.METHYLUMI
