Package,Version,Depends,License,DOI,QID,Descr_lang,Descr,License_DOI
bioDist,1.68.0,"R (>= 2.0), methods, Biobase,KernSmooth",Artistic-2.0,10.18129/B9.BIOC.BIODIST,Q4914764,en,method of tracking where compounds of interest travel in an experimental animal or human subject,Q14624826
biomaRt,2.52.0,methods,Artistic-2.0,10.18129/B9.BIOC.BIOMART,Q109500237,en,R package,Q14624826
biomformat,1.24.0,"R (>= 3.2), methods",GPL-2,10.18129/B9.BIOC.BIOMFORMAT,,,,Q63002579
BioMM,1.12.2000,R (>= 3.6),GPL-3,10.18129/B9.BIOC.BIOMM,Q96577644,en,scientific article published on 18 June 2020,Q63034458
BioMVCClass,1.64.0,"R (>= 2.1.0), methods, MVCClass, Biobase, graph, Rgraphviz",LGPL,10.18129/B9.BIOC.BIOMVCCLASS,,,,Q192897
biomvRCNS,1.36.0,"R (>= 3.5.0), IRanges, GenomicRanges, Gviz",GPL (>= 2),10.18129/B9.BIOC.BIOMVRCNS,,,,Q27016752
BioNERO,1.4.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.BIONERO,,,,Q63034458
BioNet,1.56.0,"R (>= 2.10.0), graph, RBGL",GPL (>= 2),10.18129/B9.BIOC.BIONET,Q30284308,en,"company in Yorktown, United States",Q27016752
BioNetStat,1.16.1,"R (>= 4.0), shiny, igraph, shinyBS, pathview, DT",GPL (>= 3),10.18129/B9.BIOC.BIONETSTAT,Q91782833,en,scientific article published on 21 June 2019,Q27016754
BioPlex,1.2.2003,"R (>= 4.1.0), SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.BIOPLEX,Q30315029,,,Q14624826
BioQC,1.24.0,"R (>= 3.5.0), Biobase",GPL (>= 3),10.18129/B9.BIOC.BIOQC,,,,Q27016754
biosigner,1.24.2,NA,CeCILL,10.18129/B9.BIOC.BIOSIGNER,Q31116678,en,scientific article,Q1052189
Biostrings,2.64.0,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9), XVector (>= 0.29.2),
GenomeInfoDb",Artistic-2.0,10.18129/B9.BIOC.BIOSTRINGS,,,,Q14624826
BioTIP,1.10.2000,R (>= 3.6),GPL-2,10.18129/B9.BIOC.BIOTIP,Q64172699,en,clinical trial,Q63002579
biotmle,1.20.0,R (>= 4.0),MIT,10.18129/B9.BIOC.BIOTMLE,Q113308254,en,scientific article published on 26 July 2017,Q49108
biovizBase,1.44.0,"R (>= 3.5.0), methods",Artistic-2.0,10.18129/B9.BIOC.BIOVIZBASE,,,,Q14624826
BiRewire,3.28.0,"igraph, slam, Rtsne, Matrix",GPL-3,10.18129/B9.BIOC.BIREWIRE,,,,Q63034458
biscuiteer,1.10.2000,"R (>= 4.1.0), biscuiteerData, bsseq",GPL-3,10.18129/B9.BIOC.BISCUITEER,Q16240908,,,Q63034458
BiSeq,1.36.0,"R (>= 3.5.0), methods, S4Vectors, IRanges (>= 1.17.24),
GenomicRanges, SummarizedExperiment (>= 0.2.0), Formula",LGPL-3,10.18129/B9.BIOC.BISEQ,Q105288975,,,Q18534393
BitSeq,1.40.0,Rsamtools (>= 1.99.3),Artistic-2.0,10.18129/B9.BIOC.BITSEQ,,,,Q14624826
blacksheepr,1.10.2000,R (>= 3.6),MIT,10.18129/B9.BIOC.BLACKSHEEPR,,,,Q49108
blima,1.30.0,R(>= 3.3),GPL-3,10.18129/B9.BIOC.BLIMA,Q104808645,en,"holocaust victim, b. 1869-03-14",Q63034458
BLMA,1.20.0,"ROntoTools, GSA, PADOG, limma, graph, stats, utils, parallel,
Biobase, metafor, methods",GPL (>= 2),10.18129/B9.BIOC.BLMA,Q2887232,en,French women's basketball team,Q27016752
BloodGen3Module,1.4.2000,R (>= 4.1),GPL-2,10.18129/B9.BIOC.BLOODGEN3MODULE,,,,Q63002579
bluster,1.6.2000,NA,GPL-3,10.18129/B9.BIOC.BLUSTER,Q54906697,en,cell line,Q63034458
bnbc,1.18.0,"R (>= 3.5.0), methods, BiocGenerics, SummarizedExperiment,
GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.BNBC,,,,Q14624826
bnem,1.4.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.BNEM,,,,Q63034458
BOBaFIT,1.0.1,R (>= 2.10),GPL (>= 3),10.18129/B9.BIOC.BOBAFIT,,,,Q27016754
borealis,1.0.1,"R (>= 4.2.0), Biobase",GPL-3,10.18129/B9.BIOC.BOREALIS,Q672934,en,company,Q63034458
BPRMeth,1.22.0,"R (>= 3.5.0), GenomicRanges",GPL-3,10.18129/B9.BIOC.BPRMETH,Q55714785,en,scientific article published in July 2018,Q63034458
BRAIN,1.42.0,"R (>= 2.8.1), PolynomF, Biostrings, lattice",GPL-2,10.18129/B9.BIOC.BRAIN,Q1073,en,organ that serves as the center of the nervous system in all vertebrate and most invertebrate animals,Q63002579
brainflowprobes,1.10.2000,R (>= 3.6.0),Artistic-2.0,10.18129/B9.BIOC.BRAINFLOWPROBES,,,,Q14624826
BrainSABER,1.6.2000,"R (>= 4.1.0), biomaRt, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.BRAINSABER,,,,Q14624826
branchpointer,1.22.0,"caret, R(>= 3.4)",BSD_3_clause,10.18129/B9.BIOC.BRANCHPOINTER,,,,Q18491847
brendaDb,1.10.2000,NA,MIT,10.18129/B9.BIOC.BRENDADB,,,,Q49108
BRGenomics,1.8.2000,"R (>= 4.0), rtracklayer, GenomeInfoDb, S4Vectors",Artistic-2.0,10.18129/B9.BIOC.BRGENOMICS,,,,Q14624826
bridge,1.60.0,"R (>= 1.9.0), rama",GPL (>= 2),10.18129/B9.BIOC.BRIDGE,Q12280,en,"structure that spans and provides a passage over a road, railway, river, or some other obstacle",Q27016752
BridgeDbR,2.6.2000,"R (>= 3.3.0), rJava",AGPL-3,10.18129/B9.BIOC.BRIDGEDBR,,,,Q27017232
BrowserViz,2.18.0,"R (>= 3.5.0), jsonlite (>= 1.5), httpuv(>= 1.5.0)",GPL-2,10.18129/B9.BIOC.BROWSERVIZ,,,,Q63002579
BSgenome,1.64.0,"R (>= 2.8.0), methods, BiocGenerics (>= 0.13.8), S4Vectors (>=
0.17.28), IRanges (>= 2.13.16), GenomeInfoDb (>= 1.25.6),
GenomicRanges (>= 1.31.10), Biostrings (>= 2.47.6), rtracklayer
(>= 1.39.7)",Artistic-2.0,10.18129/B9.BIOC.BSGENOME,,,,Q14624826
bsseq,1.32.0,"R (>= 4.0), methods, BiocGenerics, GenomicRanges (>= 1.41.5),
SummarizedExperiment (>= 1.19.5)",Artistic-2.0,10.18129/B9.BIOC.BSSEQ,,,,Q14624826
BubbleTree,2.26.0,"R (>= 3.5), IRanges, GenomicRanges, plyr, dplyr, magrittr",LGPL (>= 3),10.18129/B9.BIOC.BUBBLETREE,Q31025264,en,scientific article,Q27016762
BufferedMatrix,1.60.0,"R (>= 2.6.0), methods",LGPL (>= 2),10.18129/B9.BIOC.BUFFEREDMATRIX,,,,
BufferedMatrixMethods,1.60.0,"R (>= 2.6.0), BufferedMatrix (>= 1.3.0), methods",GPL (>= 2),10.18129/B9.BIOC.BUFFEREDMATRIXMETHODS,,,,Q27016752
bugsigdbr,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.BUGSIGDBR,,,,Q63034458
BUMHMM,1.20.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.BUMHMM,,,,Q63034458
bumphunter,1.38.0,"R (>= 3.5), S4Vectors (>= 0.9.25), IRanges (>= 2.3.23),
GenomeInfoDb, GenomicRanges, foreach, iterators, methods,
parallel, locfit",Artistic-2.0,10.18129/B9.BIOC.BUMPHUNTER,,,,Q14624826
BumpyMatrix,1.4.2000,NA,MIT,10.18129/B9.BIOC.BUMPYMATRIX,,,,Q49108
BUS,1.52.0,"R (>= 2.3.0), minet",GPL-3,10.18129/B9.BIOC.BUS,Q5638,en,large road vehicle for transporting people,Q63034458
BUScorrect,1.14.0,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.BUSCORRECT,,,,Q27016752
BUSpaRse,1.10.2000,R (>= 3.6),BSD_2_clause,10.18129/B9.BIOC.BUSPARSE,,,,Q18517294
BUSseq,1.2.2000,R (>= 3.6),Artistic-2.0,10.18129/B9.BIOC.BUSSEQ,,,,Q14624826
CAEN,1.4.2000,R (>= 4.1),GPL-2,10.18129/B9.BIOC.CAEN,Q41185,en,"commune in Calvados, France",Q63002579
CAFE,1.32.0,"R (>= 2.10), biovizBase, GenomicRanges, IRanges, ggbio",GPL-3,10.18129/B9.BIOC.CAFE,Q30022,en,establishment that serves coffee and tea,Q63034458
CAGEfightR,1.16.0,"R (>= 3.5), GenomicRanges (>= 1.30.1), rtracklayer (>=
1.38.2), SummarizedExperiment (>= 1.8.1)",GPL-3,10.18129/B9.BIOC.CAGEFIGHTR,Q90487909,en,scientific article published on 04 October 2019,Q63034458
cageminer,1.2.2002,R (>= 4.1),GPL-3,10.18129/B9.BIOC.CAGEMINER,,,,Q63034458
CAGEr,2.2.2000,"methods, MultiAssayExperiment, R (>= 4.1.0)",GPL-3,10.18129/B9.BIOC.CAGER,Q3665646,en,sportsperson taking part in basketball competitions,Q63034458
calm,1.10.2000,NA,GPL (>= 2),10.18129/B9.BIOC.CALM,Q17855536,en,protein-coding gene in the species Homo sapiens,Q27016752
CAMERA,1.52.0,"R (>= 3.5.0), methods, Biobase, xcms (>= 1.13.5)",GPL (>= 2),10.18129/B9.BIOC.CAMERA,Q15328,en,optical device for recording or transmitting photographic images or videos,Q27016752
canceR,1.30.01,"R (>= 4.1), tcltk",GPL-2,10.18129/B9.BIOC.CANCER,Q12078,en,group of diseases involving abnormal cell growth and spread,Q63002579
cancerclass,1.40.0,"R (>= 2.14.0), Biobase, binom, methods, stats",GPL-3,10.18129/B9.BIOC.CANCERCLASS,,,,Q63034458
CancerInSilico,2.16.0,"R (>= 3.4), Rcpp",GPL-2,10.18129/B9.BIOC.CANCERINSILICO,Q90014360,en,scientific article published on 01 June 2018,Q63002579
CancerSubtypes,1.22.0,"R (>= 4.0), sigclust, NMF",GPL (>= 2),10.18129/B9.BIOC.CANCERSUBTYPES,Q38729822,en,scientific article published on 12 June 2017,Q27016752
CAnD,1.27.0,NA,Artistic-2.0,10.18129/B9.BIOC.CAND,Q273510,en,fungal infection due to any type of Candida,Q14624826
caOmicsV,1.25.0,"R (>= 3.2), igraph (>= 0.7.1), bc3net (>= 1.0.2)",GPL (>= 2.0),10.18129/B9.BIOC.CAOMICSV,Q31061849,en,scientific article,
Cardinal,2.14.0,"BiocGenerics, BiocParallel, EBImage, graphics, methods,
S4Vectors (>= 0.27.3), stats, ProtGenerics",Artistic-2.0,10.18129/B9.BIOC.CARDINAL,Q45722,en,senior ecclesiastical official of the Catholic Church,Q14624826
CARNIVAL,2.6.2002,R (>= 4.0),GPL-3,10.18129/B9.BIOC.CARNIVAL,Q4618,en,festive season which occurs immediately before Lent,Q63034458
casper,2.30.0,"R (>= 3.6.0), Biobase, IRanges, methods, GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.CASPER,Q223177,en,"city in and county seat of Natrona County, Wyoming, United States",Q27016752
CATALYST,1.20.1,"R (>= 4.0), SingleCellExperiment",GPL (>= 2),10.18129/B9.BIOC.CATALYST,Q12385831,en,"substance that increases chemical reaction speed, and which is conserved after the reaction",Q27016752
Category,2.62.0,"methods, stats4, BiocGenerics, AnnotationDbi, Biobase, Matrix",Artistic-2.0,10.18129/B9.BIOC.CATEGORY,Q4167836,en,use with 'instance of' (P31) for Wikimedia category,Q14624826
categoryCompare,1.40.0,"R (>= 2.10), Biobase, BiocGenerics (>= 0.13.8),",GPL-2,10.18129/B9.BIOC.CATEGORYCOMPARE,Q33569247,en,scientific article,Q63002579
CausalR,1.28.0,R (>= 3.2.0),GPL (>= 2),10.18129/B9.BIOC.CAUSALR,Q38699780,en,scientific article,Q27016752
cbaf,1.18.4,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.CBAF,Q5008964,en,Première Chaîne on 92.3 FM,Q14624826
CBEA,1.0.0,R (>= 4.2.0),MIT,10.18129/B9.BIOC.CBEA,Q863823,en,multi-core microprocessor,Q49108
cBioPortalData,2.8.2002,"R (>= 4.2.0), AnVIL (>= 1.7.1), MultiAssayExperiment",AGPL-3,10.18129/B9.BIOC.CBIOPORTALDATA,,,,Q27017232
cbpManager,1.4.2000,"shiny, shinydashboard",AGPL-3,10.18129/B9.BIOC.CBPMANAGER,,,,Q27017232
ccfindR,1.16.0,R (>= 3.6.0),GPL (>= 2),10.18129/B9.BIOC.CCFINDR,,,,Q27016752
ccmap,1.22.0,NA,MIT,10.18129/B9.BIOC.CCMAP,Q92903270,en,scientific article published on 21 August 2019,Q49108
CCPROMISE,1.22.0,"R (>= 3.3.0), stats, methods, CCP, PROMISE, Biobase, GSEABase,
utils",GPL (>= 2),10.18129/B9.BIOC.CCPROMISE,,,,Q27016752
ccrepe,1.32.0,NA,MIT,10.18129/B9.BIOC.CCREPE,,,,Q49108
celaref,1.14.0,"R (>= 3.5.0), SummarizedExperiment",GPL-3,10.18129/B9.BIOC.CELAREF,,,,Q63034458
celda,1.12.2000,"R (>= 4.0), SingleCellExperiment, Matrix",MIT,10.18129/B9.BIOC.CELDA,Q55118281,en,ontology,Q49108
CellaRepertorium,1.6.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.CELLAREPERTORIUM,,,,Q63034458
CellBarcode,1.2.2000,R (>= 4.1.0),MIT,10.18129/B9.BIOC.CELLBARCODE,,,,Q49108
cellbaseR,1.20.1,R(>= 3.4),Apache License (== 2.0),10.18129/B9.BIOC.CELLBASER,,,,Q13785927
CellBench,1.12.2000,"R (>= 3.6), SingleCellExperiment, magrittr, methods, stats,
tibble, utils",GPL-3,10.18129/B9.BIOC.CELLBENCH,Q91505344,en,scientific article published on 01 April 2020,Q63034458
cellHTS2,2.60.0,"R (>= 2.10), RColorBrewer, Biobase, methods, genefilter,
splots, vsn, hwriter, locfit, grid",Artistic-2.0,10.18129/B9.BIOC.CELLHTS2,,,,Q14624826
CelliD,1.4.2000,"R (>= 4.1), Seurat (>= 4.0.1), SingleCellExperiment",GPL-3,10.18129/B9.BIOC.CELLID,Q56583267,en,"company in Seoul, South Korea",Q63034458
cellity,1.24.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.CELLITY,,,,Q27016752
CellMapper,1.22.0,"S4Vectors, methods",Artistic-2.0,10.18129/B9.BIOC.CELLMAPPER,Q37299122,en,scientific article published on 29 September 2016,Q14624826
cellmigRation,1.4.2000,"R (>= 4.1), methods, foreach",GPL-2,10.18129/B9.BIOC.CELLMIGRATION,,,,Q63002579
CellMixS,1.12.2000,"kSamples, R (>= 4.0)",GPL (>= 2),10.18129/B9.BIOC.CELLMIXS,,,,Q27016752
CellNOptR,1.42.1,"R (>= 4.0.0), RBGL, graph, methods, RCurl, Rgraphviz, XML,
ggplot2, rmarkdown",GPL-3,10.18129/B9.BIOC.CELLNOPTR,Q30573980,en,scientific article,Q63034458
cellscape,1.20.0,R (>= 3.3),GPL-3,10.18129/B9.BIOC.CELLSCAPE,,,,Q63034458
CellScore,1.16.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.CELLSCORE,,,,Q63034458
CellTrails,1.14.0,"R (>= 3.5), SingleCellExperiment",Artistic-2.0,10.18129/B9.BIOC.CELLTRAILS,,,,Q14624826
cellTree,1.26.0,"R (>= 3.3), topGO",Artistic-2.0,10.18129/B9.BIOC.CELLTREE,Q27318663,en,scientific article,Q14624826
cellxgenedp,1.0.0,NA,Artistic-2.0,10.18129/B9.BIOC.CELLXGENEDP,,,,Q14624826
CEMiTool,1.20.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.CEMITOOL,Q112281656,en,R package,Q63034458
censcyt,1.4.2000,"R (>= 4.0), diffcyt",MIT,10.18129/B9.BIOC.CENSCYT,,,,Q49108
Cepo,1.2.2000,"GSEABase, R (>= 4.1)",MIT,10.18129/B9.BIOC.CEPO,Q2725197,en,"former municipality in the Gjirokastër County, southern Albania",Q49108
ceRNAnetsim,1.8.2000,"R (>= 4.0.0), dplyr, tidygraph",GPL-3,10.18129/B9.BIOC.CERNANETSIM,,,,Q63034458
CeTF,1.8.2000,"R (>= 4.0), methods",GPL-3,10.18129/B9.BIOC.CETF,Q112291427,en,scientific article published on 20 August 2021,Q63034458
CexoR,1.34.0,"R (>= 4.0.0), S4Vectors, IRanges",Artistic-2.0,10.18129/B9.BIOC.CEXOR,,,,Q14624826
CFAssay,1.30.0,R (>= 2.10.0),LGPL,10.18129/B9.BIOC.CFASSAY,Q38821955,en,scientific article published on 4 November 2015,Q192897
cfDNAPro,1.2.2000,"R (>= 4.0), magrittr (>= 1.5.0),",GPL-3,10.18129/B9.BIOC.CFDNAPRO,,,,Q63034458
CGEN,3.32.0,"R (>= 4.0), survival, mvtnorm",GPL-2,10.18129/B9.BIOC.CGEN,Q83568997,en,scientific article published on 08 March 2011,Q63002579
CGHbase,1.56.0,"R (>= 2.10), methods, Biobase (>= 2.5.5), marray",GPL,10.18129/B9.BIOC.CGHBASE,,,,Q7603
cghMCR,1.54.0,"methods, DNAcopy, CNTools, limma",LGPL,10.18129/B9.BIOC.CGHMCR,,,,Q192897
CGHnormaliter,1.50.0,"CGHcall (>= 2.17.0), CGHbase (>= 1.15.0)",GPL (>= 3),10.18129/B9.BIOC.CGHNORMALITER,Q33497034,en,scientific article published on 26 August 2009,Q27016754
ChAMP,2.26.0,"R (>= 3.3), minfi, ChAMPdata (>= 2.6.0),DMRcate,
Illumina450ProbeVariants.db,IlluminaHumanMethylationEPICmanifest,
DT, RPMM",GPL-3,10.18129/B9.BIOC.CHAMP,Q2294175,en,1979 film directed by Franco Zeffirelli,Q63034458
ChemmineR,3.48.0,"R (>= 2.10.0), methods",Artistic-2.0,10.18129/B9.BIOC.CHEMMINER,Q112338622,en,a compound mining framework for R.,Q14624826
ChIC,1.16.0,"spp, R (>= 3.6)",GPL-2,10.18129/B9.BIOC.CHIC,Q516712,en,American rhythm and blues band,Q63002579
Chicago,1.24.0,"R (>= 3.3.1), data.table",Artistic-2.0,10.18129/B9.BIOC.CHICAGO,Q1297,en,"city and county seat of Cook County, Illinois, United States",Q14624826
chimeraviz,1.22.0,"Biostrings, GenomicRanges, IRanges, Gviz, S4Vectors,
ensembldb, AnnotationFilter, data.table",Artistic-2.0,10.18129/B9.BIOC.CHIMERAVIZ,Q38774460,en,scientific article published on 19 May 2017,Q14624826
ChIPanalyser,1.18.0,"R (>= 3.5.0),GenomicRanges, Biostrings, BSgenome, RcppRoll,
parallel",GPL-3,10.18129/B9.BIOC.CHIPANALYSER,,,,Q63034458
ChIPComp,1.26.0,"R (>=
3.2.0),GenomicRanges,IRanges,rtracklayer,GenomeInfoDb,S4Vectors",GPL,10.18129/B9.BIOC.CHIPCOMP,,,,Q7603
chipenrich,2.20.0,R (>= 3.4.0),GPL-3,10.18129/B9.BIOC.CHIPENRICH,,,,Q63034458
ChIPexoQual,1.20.0,"R (>= 3.5.0), GenomicAlignments (>= 1.0.1)",GPL (>= 2),10.18129/B9.BIOC.CHIPEXOQUAL,,,,Q27016752
ChIPpeakAnno,3.30.1,"R (>= 3.5), methods, IRanges (>= 2.13.12), GenomicRanges (>=
1.31.8), S4Vectors (>= 0.17.25)",GPL (>= 2),10.18129/B9.BIOC.CHIPPEAKANNO,Q33575507,en,scientific article,Q27016752
ChIPQC,1.32.0,"R (>= 3.5.0), ggplot2, DiffBind, GenomicRanges (>= 1.17.19)",GPL (>= 3),10.18129/B9.BIOC.CHIPQC,,,,Q27016754
ChIPseeker,1.32.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.CHIPSEEKER,Q41235136,en,scientific article published on 11 March 2015,Q14624826
chipseq,1.46.0,"R (>= 3.5.0), methods, BiocGenerics (>= 0.1.0), S4Vectors (>=
0.17.25), IRanges (>= 2.13.12), GenomicRanges (>= 1.31.8),
ShortRead",Artistic-2.0,10.18129/B9.BIOC.CHIPSEQ,Q33807777,en,scientific article,Q14624826
ChIPseqR,1.50.0,"R (>= 2.10.0), methods, BiocGenerics, S4Vectors (>= 0.9.25)",GPL (>= 2),10.18129/B9.BIOC.CHIPSEQR,Q33807777,en,scientific article,Q27016752
ChIPsim,1.50.0,Biostrings (>= 2.29.2),GPL (>= 2),10.18129/B9.BIOC.CHIPSIM,Q112204204,,,Q27016752
ChIPXpress,1.40.0,"R (>= 2.10), ChIPXpressData",GPL (>= 2),10.18129/B9.BIOC.CHIPXPRESS,Q30646627,en,scientific article,Q27016752
chopsticks,1.62.0,NA,GPL-3,10.18129/B9.BIOC.CHOPSTICKS,Q81980,en,shaped pairs of sticks used as eating utensils,Q63034458
chromDraw,2.26.0,R (>= 3.0.0),GPL-3,10.18129/B9.BIOC.CHROMDRAW,Q40081607,en,scientific article published on 20 January 2016,Q63034458
ChromHeatMap,1.50.0,"R (>= 2.9.0), BiocGenerics (>= 0.3.2), annotate (>= 1.20.0),
AnnotationDbi (>= 1.4.0)",Artistic-2.0,10.18129/B9.BIOC.CHROMHEATMAP,,,,Q14624826
chromPlot,1.24.0,"stats, utils, graphics, grDevices, datasets, base, biomaRt,
GenomicRanges, R (>= 3.1.0)",GPL (>= 2),10.18129/B9.BIOC.CHROMPLOT,Q31092195,en,scientific article,Q27016752
ChromSCape,1.6.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.CHROMSCAPE,,,,Q63034458
chromstaR,1.22.0,"R (>= 3.5.0), GenomicRanges, ggplot2, chromstaRData",Artistic-2.0,10.18129/B9.BIOC.CHROMSTAR,,,,Q14624826
chromswitch,1.18.0,"R (>= 3.5.0), GenomicRanges (>= 1.26.4)",MIT,10.18129/B9.BIOC.CHROMSWITCH,Q50041535,en,scientific article published on 9 February 2018,Q49108
chromVAR,1.18.0,R (>= 3.5.0),MIT,10.18129/B9.BIOC.CHROMVAR,Q38616267,en,scientific article,Q49108
CHRONOS,1.24.1,R (>= 3.5),GPL-2,10.18129/B9.BIOC.CHRONOS,Q272918,en,personification of Time in ancient Greek religion,Q63002579
cicero,1.14.0,"R (>= 3.5.0), monocle, Gviz (>= 1.22.3)",MIT,10.18129/B9.BIOC.CICERO,Q1541,en,"Roman statesman, lawyer, orator, and philosopher (106–43 BC)",Q49108
CIMICE,1.4.2000,NA,Artistic-2.0,10.18129/B9.BIOC.CIMICE,Q2419958,en,village in Klatovy District of Plzeň region,Q14624826
CINdex,1.24.0,"R (>= 3.3), GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.CINDEX,Q85513066,en,indexing software,Q27016752
circRNAprofiler,1.10.2000,R(>= 4.1.0),GPL-3,10.18129/B9.BIOC.CIRCRNAPROFILER,Q94460451,en,scientific article published on 29 April 2020,Q63034458
cisPath,1.36.0,R (>= 2.10.0),GPL (>= 3),10.18129/B9.BIOC.CISPATH,Q35092833,en,scientific article,Q27016754
CiteFuse,1.8.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.CITEFUSE,Q94468997,en,scientific article published on 30 April 2020,Q63034458
ClassifyR,3.0.3,"R (>= 4.1.0), methods, S4Vectors (>= 0.18.0),
MultiAssayExperiment (>= 1.6.0), BiocParallel, survival",GPL-3,10.18129/B9.BIOC.CLASSIFYR,Q50964954,en,scientific article published in February 2015,Q63034458
cleanUpdTSeq,1.34.0,"R (>= 3.5.0), BSgenome.Drerio.UCSC.danRer7, methods",GPL-2,10.18129/B9.BIOC.CLEANUPDTSEQ,,,,Q63002579
cleaver,1.34.0,"R (>= 3.0.0), methods, Biostrings (>= 1.29.8)",GPL (>= 3),10.18129/B9.BIOC.CLEAVER,Q938509,en,large knife,Q27016754
clippda,1.46.0,"R (>= 2.13.1),limma, statmod, rgl, lattice, scatterplot3d,
graphics, grDevices, stats, utils, Biobase, tools, methods",GPL (>= 2),10.18129/B9.BIOC.CLIPPDA,,,,Q27016752
clipper,1.36.0,"R (>= 2.15.0), Matrix, graph",AGPL-3,10.18129/B9.BIOC.CLIPPER,Q273081,en,very fast sailing ship of the 19th century,Q27017232
cliProfiler,1.2.2000,"S4Vectors, methods, R (>= 4.1)",Artistic-2.0,10.18129/B9.BIOC.CLIPROFILER,,,,Q14624826
cliqueMS,1.10.2000,R (>= 3.6.0),GPL (>= 2),10.18129/B9.BIOC.CLIQUEMS,Q63984745,en,scientific article published on 01 October 2019,Q27016752
Clomial,1.32.0,"R (>= 2.10), matrixStats",GPL (>= 2),10.18129/B9.BIOC.CLOMIAL,,,,Q27016752
Clonality,1.44.0,"R (>= 2.12.2), DNAcopy",GPL-3,10.18129/B9.BIOC.CLONALITY,Q28257084,en,scientific article,Q63034458
clst,1.44.0,R (>= 2.10),GPL-3,10.18129/B9.BIOC.CLST,Q18036563,en,protein-coding gene in the species Homo sapiens,Q63034458
clstutils,1.44.0,"R (>= 2.10), clst, rjson, ape",GPL-3,10.18129/B9.BIOC.CLSTUTILS,,,,Q63034458
CluMSID,1.12.2000,R (>= 3.6),MIT,10.18129/B9.BIOC.CLUMSID,Q91071334,en,scientific article published on 01 September 2019,Q49108
clustComp,1.24.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.CLUSTCOMP,Q42694038,en,scientific article published on 23 August 2017,Q27016752
clusterExperiment,2.16.0,"R (>= 3.6.0), SingleCellExperiment, SummarizedExperiment (>=
1.15.4), BiocGenerics",Artistic-2.0,10.18129/B9.BIOC.CLUSTEREXPERIMENT,Q58764571,en,article,Q14624826
ClusterJudge,1.18.0,"R (>= 3.6), stats, utils, graphics, infotheo, lattice,
latticeExtra, httr, jsonlite",Artistic-2.0,10.18129/B9.BIOC.CLUSTERJUDGE,,,,Q14624826
clusterProfiler,4.4.2004,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.CLUSTERPROFILER,Q35920061,en,scientific article published on 28 March 2012,Q14624826
clusterSeq,1.20.0,"R (>= 3.0.0), methods, BiocParallel, baySeq, graphics, stats,
utils",GPL-3,10.18129/B9.BIOC.CLUSTERSEQ,,,,Q63034458
ClusterSignificance,1.24.0,R (>= 3.3.0),GPL-3,10.18129/B9.BIOC.CLUSTERSIGNIFICANCE,Q47907276,en,scientific article published in October 2017,Q63034458
clusterStab,1.68.0,"Biobase (>= 1.4.22), R (>= 1.9.0), methods",Artistic-2.0,10.18129/B9.BIOC.CLUSTERSTAB,,,,Q14624826
clustifyr,1.8.2000,R (>= 4.0),MIT,10.18129/B9.BIOC.CLUSTIFYR,Q98240644,en,scientific article published on 01 April 2020,Q49108
CMA,1.54.0,"R (>= 2.10), methods, stats, Biobase",GPL (>= 2),10.18129/B9.BIOC.CMA,Q10538,en,constellation in the southern celestial hemisphere,Q27016752
cn.farms,1.44.0,"R (>= 3.0), Biobase, methods, ff, oligoClasses, snow",LGPL (>= 2.0),10.18129/B9.BIOC.CN.FARMS,Q33870768,en,scientific article,Q27016756
cn.mops,1.42.0,"R (>= 3.5.0), methods, utils, stats, graphics, parallel,
GenomicRanges",LGPL (>= 2.0),10.18129/B9.BIOC.CN.MOPS,Q34030518,en,scientific article,Q27016756
CNAnorm,1.42.0,"R (>= 2.10.1), methods",GPL-2,10.18129/B9.BIOC.CNANORM,,,,Q63002579
CNEr,1.32.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.CNER,Q52346050,,,Q63002579
CNORdt,1.38.0,"R (>= 1.8.0), CellNOptR (>= 0.99), abind",GPL-2,10.18129/B9.BIOC.CNORDT,,,,Q63002579
CNORfeeder,1.36.1,"R (>= 3.6.0), CellNOptR (>= 1.4.0), graph",GPL-3,10.18129/B9.BIOC.CNORFEEDER,,,,Q63034458
